教堂,3.3377
皮,3.3371
鸟,3.3369
爽,3.3369
健康,3.3361
客户,3.3361
圈,3.3361
脑袋,3.3355
不够,3.3351
嘘,3.3347
前面,3.3341
分手,3.3341
方向,3.3336
心理,3.3328
幸福,3.3326
树,3.3324
救命,3.3322
接着,3.3322
项,3.3316
疯子,3.331
赛,3.3302
将军,3.33
技术,3.3296
吃饭,3.3294
传,3.329
困难,3.3288
不许,3.3284
某种,3.3284
记忆,3.328
乐队,3.3276
紧急,3.3276
高中,3.3274
听听,3.3263
正好,3.3255
州,3.3255
毫无,3.3251
提醒,3.3249
旅行,3.3247
惊喜,3.3241
拿走,3.3241
接近,3.3239
逮捕,3.323
吵,3.322
旁边,3.3218
激动,3.3214
骄傲,3.321
而是,3.3206
利,3.3206
牌,3.3204
八,3.3201
成员,3.3197
监视,3.3189
女性,3.3181
权利,3.3179
说谎,3.3176
圣诞,3.3166
黑人,3.3166
警方,3.3162
法国,3.3158
毛,3.3156
错过,3.3151
警告,3.3147
老天,3.3145
吉,3.3143
惹,3.3143
酒店,3.3141
抽,3.3126
之类,3.3122
王,3.3122
冠军,3.3111
尝试,3.3107
教练,3.3103
常,3.3096
对方,3.3088
随时,3.3088
弹,3.3081
敌人,3.3077
搭档,3.3071
从未,3.3071
帐,3.3064
谈话,3.306
度,3.306
背,3.306
节,3.3051
排,3.3043
约翰,3.3043
许多,3.3041
人物,3.3041
头儿,3.3038
叫做,3.3038
猪,3.3034
感激,3.3032
随,3.301
中国,3.2997
牛,3.2989
瓶,3.2986
蛋糕,3.2982
吸,3.298
顺利,3.2978
死者,3.2975
傻瓜,3.2969
英里,3.2964
嫁,3.2964
挑战,3.296
死去,3.2953
上去,3.2951
七,3.2949
职业,3.2934
菜,3.2929
改,3.2927
地址,3.292
意,3.292
赚,3.292
不少,3.2914
地狱,3.2903
于是,3.29
自我,3.29
非,3.2896
对付,3.2896
好事,3.2894
唔,3.2894
元,3.2889
祈祷,3.2889
编,3.2885
收拾,3.288
客人,3.2876
状态,3.2874
战,3.2869
亚,3.2865
周围,3.286
报道,3.2858
戏,3.2853
参与,3.2844
运动,3.284
彼此,3.2833
荣幸,3.2831
会议,3.2828
到达,3.2826
爬,3.2824
赌,3.2824
显示,3.2822
队伍,3.2819
立刻,3.2817
绝不,3.2815
舞台,3.2813
吐,3.2813
奶奶,3.281
配,3.2808
取消,3.2806
离婚,3.2804
等待,3.2804
爱情,3.2801
尽力,3.2801
十分,3.2788
尊重,3.2788
教授,3.2783
去年,3.2781
语,3.2769
超过,3.2767
丝,3.2765
开车,3.276
仍,3.2755
寄,3.2755
器,3.2755
聊,3.2751
指纹,3.2739
庆祝,3.2737
住手,3.2735
娘,3.2728
偶像,3.2725
同志,3.2725
裤子,3.2721
军队,3.2718
假装,3.2718
想起,3.2716
侦探,3.2716
狂,3.2716
拖,3.2688
实验室,3.2679
顺便,3.2679
吹,3.266
害,3.2655
或是,3.2653
修,3.2653
在乎,3.2648
无聊,3.2646
状况,3.2643
目的,3.2636
恶魔,3.2634
确保,3.2632
心脏,3.2625
似的,3.2617
舞会,3.2615
急,3.2615
风,3.261
耍,3.261
罗,3.2608
家族,3.2605
慢慢,3.2601
低,3.2601
剩,3.2598
战斗,3.2594
饭,3.2584
脑,3.2582
复杂,3.2582
社会,3.2565
烦,3.2562
故意,3.256
邻居,3.256
今年,3.2558
调,3.2555
心里,3.2555
展示,3.2555
意大利,3.2553
起诉,3.255
哥,3.2548
好人,3.2548
国王,3.2548
长大,3.2545
类,3.2538
交给,3.2529
瑞,3.2526
尿,3.2524
屎,3.2521
陪审团,3.2514
项目,3.2512
集中,3.2504
实话,3.2504
表情,3.2499
冒险,3.2497
好处,3.2494
格,3.2494
左,3.2487
海,3.2485
吸血鬼,3.248
胜利,3.2477
竟然,3.2472
普通,3.2467
官,3.2465
直,3.246
表示,3.2458
印象,3.245
出生,3.2438
进展,3.2435
估计,3.2425
乐,3.2423
地点,3.242
经理,3.2418
轻松,3.2415
乐意,3.2415
作用,3.2403
右,3.24
举,3.24
安,3.2398
期待,3.2395
师,3.239
小伙子,3.239
保险,3.2388
天使,3.2388
落,3.2388
难以置信,3.2385
录,3.2385
单独,3.2385
反,3.2383
队长,3.2383
著名,3.2378
理,3.2378
日本,3.2375
专家,3.2373
为止,3.237
具,3.2365
墨西哥,3.2363
旅馆,3.236
邪恶,3.2355
赶快,3.235
不知,3.2348
更加,3.2348
层,3.2345
挖,3.2345
好几,3.234
风格,3.2338
免费,3.2338
追踪,3.2333
伤心,3.2333
每次,3.2333
报纸,3.233
机器,3.2327
式,3.2327
塞,3.2325
解雇,3.2312
颜色,3.2312
好莱坞,3.231
无关,3.2307
时光,3.2304
记者,3.2302
方,3.2299
尽快,3.2299
价值,3.2297
仔细,3.2294
巧克力,3.2287
女生,3.2279
挑,3.2276
辣,3.2276
互相,3.2274
切,3.2274
招,3.2274
炸,3.2271
墙,3.2271
流,3.2261
厕所,3.2258
无辜,3.2256
彻底,3.2253
搭,3.2251
相,3.2248
权,3.2243
翻,3.2243
摆,3.2238
过程,3.2235
上次,3.2232
申请,3.2222
压,3.2219
手上,3.2219
烤,3.2217
请求,3.2214
原,3.2206
圣诞节,3.2206
某些,3.2204
人民,3.2204
恐惧,3.2198
谈论,3.2191
命运,3.2191
小组,3.2188
引起,3.218
发展,3.2175
分子,3.2172
白人,3.2162
惊讶,3.2156
灯,3.2156
桌子,3.2151
巴,3.2146
毕业,3.2143
练习,3.214
黑暗,3.2135
机场,3.2133
事业,3.2133
稍,3.2127
仅,3.2119
不可思议,3.2114
结,3.2114
爷爷,3.2109
会儿,3.2109
正式,3.2103
厨房,3.2103
特殊,3.2092
扯,3.2087
专业,3.2082
老实,3.2082
晚饭,3.2076
吸引,3.2071
年代,3.2071
士兵,3.2071
蓝,3.2068
以来,3.2057
心情,3.2055
难过,3.2055
型,3.2052
呐,3.2049
报,3.2049
屋子,3.2047
制造,3.2047
全都,3.2041
打赌,3.2028
中间,3.2025
退,3.2022
唱歌,3.2017
冒,3.2014
伦敦,3.2011
至,3.2009
特工,3.2003
镇,3.2003
停车,3.1995
奖,3.1995
雇,3.1995
冰,3.1992
戒指,3.1992
回头,3.1992
洞,3.1989
祝贺,3.1989
案件,3.1981
条件,3.1976
若,3.1973
作品,3.1973
手里,3.197
爱上,3.1965
则,3.1959
档案,3.1953
千万,3.1953
去世,3.1951
靠近,3.1951
一刻,3.194
应,3.1934
饼,3.1934
规则,3.1928
接到,3.1926
付出,3.1923
队员,3.1915
帽子,3.1912
协议,3.1912
说服,3.1909
上周,3.1909
何,3.1909
电,3.1906
司机,3.1903
搜查,3.1901
产生,3.1898
千,3.1892
布,3.1889
时代,3.1886
接触,3.1886
卡车,3.1884
抢劫,3.1878
碰到,3.1878
神父,3.1872
规矩,3.187
洛,3.1858
之中,3.1855
火车,3.1855
说实话,3.1853
什,3.185
糖,3.1847
旧,3.1847
逃跑,3.1847
灵,3.1836
般,3.1836
部门,3.1836
基本,3.183
控,3.1824
出租车,3.1824
分析,3.1821
代价,3.1818
地区,3.1816
背叛,3.1816
趟,3.1816
天堂,3.1813
拍摄,3.1813
年轻人,3.1807
导致,3.1807
脸上,3.1807
对待,3.1804
