Word_Sim,Character-1,Character-2,C&B-Subtitle-raw-W,C&B-Subtitle-log-W,HD_M,Stroke-mean-Sim,Neighborhood-mean,pinyin,pinyinword
伙同,伙,同,8.0,0.9,6.0,6.0,240.5,"['huo', 'tong']",huotong
伙伴,伙,伴,1200.0,3.08,5.0,6.5,283.0,"['huo', 'ban']",huoban
伙计,伙,计,15063.0,4.18,13.5,5.0,283.5,"['huo', 'ji']",huoji
伙食,伙,食,51.0,1.71,6.5,7.5,240.5,"['huo', 'shi']",huoshi
伙头,伙,头,,,2.5,5.5,240.0,"['huo', 'tou']",huotou
兆头,兆,头,116.0,2.06,4.5,5.5,262.0,"['zhao', 'tou']",zhaotou
凶手,凶,手,4064.0,3.61,3.5,4.0,268.5,"['xiong', 'shou']",xiongshou
凶犯,凶,犯,16.0,1.2,5.0,4.5,291.0,"['xiong', 'fan']",xiongfan
凶狠,凶,狠,64.0,1.81,3.5,6.5,268.5,"['xiong', 'hen']",xionghen
凶悍,凶,悍,29.0,1.46,7.5,7.0,290.5,"['xiong', 'han']",xionghan
凶案,凶,案,,,5.5,7.0,290.5,"['xiong', 'an']",xiongan
凶杀,凶,杀,341.0,2.53,6.0,5.0,277.0,"['xiong', 'sha']",xiongsha
凶猛,凶,猛,79.0,1.9,4.0,7.5,268.5,"['xiong', 'meng']",xiongmeng
凶恶,凶,恶,51.0,1.71,3.0,7.0,268.5,"['xiong', 'e']",xionge
凶残,凶,残,97.0,1.99,3.5,6.5,247.5,"['xiong', 'can']",xiongcan
凶器,凶,器,822.0,2.91,8.5,10.0,291.0,"['xiong', 'qi']",xiongqi
凶险,凶,险,15.0,1.18,4.5,6.5,269.0,"['xiong', 'xian']",xiongxian
先人,先,人,22.0,1.34,5.5,4.0,248.5,"['xian', 'ren']",xianren
先天,先,天,31.0,1.49,4.0,5.0,277.5,"['xian', 'tian']",xiantian
先父,先,父,10.0,1.0,11.0,5.0,292.0,"['xian', 'fu']",xianfu
先王,先,王,,,4.0,5.0,248.5,"['xian', 'wang']",xianwang
先生,先,生,46864.0,4.67,6.0,5.5,278.0,"['xian', 'sheng']",xiansheng
先兆,先,兆,20.0,1.3,6.5,6.0,291.5,"['xian', 'zhao']",xianzhao
先决,先,决,1.0,0.0,9.5,6.0,248.0,"['xian', 'jue']",xianjue
先例,先,例,96.0,1.98,14.5,7.0,292.0,"['xian', 'li']",xianli
先知,先,知,345.0,2.54,8.5,7.0,278.0,"['xian', 'zhi']",xianzhi
先前,先,前,216.0,2.33,7.0,7.5,249.0,"['xian', 'qian']",xianqian
先后,先,后,49.0,1.69,5.0,6.0,291.5,"['xian', 'hou']",xianhou
先哲,先,哲,,,7.5,8.0,249.0,"['xian', 'zhe']",xianzhe
先师,先,师,,,8.0,6.0,278.0,"['xian', 'shi']",xianshi
先烈,先,烈,2.0,0.3,7.0,8.0,291.0,"['xian', 'lie']",xianlie
先朝,先,朝,,,4.5,9.0,277.5,"['xian', 'chao']",xianchao
先进,先,进,359.0,2.56,8.0,6.5,291.5,"['xian', 'jin']",xianjin
先贤,先,贤,,,7.5,7.0,249.0,"['xian', 'xian']",xianxian
先辈,先,辈,41.0,1.61,8.0,9.0,291.5,"['xian', 'bei']",xianbei
先锋,先,锋,64.0,1.81,7.5,9.0,277.5,"['xian', 'feng']",xianfeng
先导,先,导,2.0,0.3,6.0,6.0,269.5,"['xian', 'dao']",xiandao
先机,先,机,29.0,1.46,14.0,6.0,278.0,"['xian', 'ji']",xianji
先驱,先,驱,57.0,1.76,8.0,6.5,277.5,"['xian', 'qu']",xianqu
光火,光,火,15.0,1.18,2.5,5.0,269.0,"['guang', 'huo']",guanghuo
光年,光,年,89.0,1.95,4.0,6.0,248.0,"['guang', 'nian']",guangnian
光束,光,束,47.0,1.67,6.0,6.5,291.5,"['guang', 'shu']",guangshu
光秃,光,秃,,,1.5,6.5,277.5,"['guang', 'tu']",guangtu
光芒,光,芒,256.0,2.41,3.5,6.0,247.0,"['guang', 'mang']",guangmang
光明,光,明,491.0,2.69,4.5,7.0,248.0,"['guang', 'ming']",guangming
光采,光,采,,,3.0,7.0,269.5,"['guang', 'cai']",guangcai
光亮,光,亮,80.0,1.9,3.5,7.5,291.0,"['guang', 'liang']",guangliang
光度,光,度,3.0,0.48,5.0,7.5,291.5,"['guang', 'du']",guangdu
光柱,光,柱,6.0,0.78,6.0,7.5,291.5,"['guang', 'zhu']",guangzhu
光圈,光,圈,14.0,1.15,2.0,8.5,277.5,"['guang', 'quan']",guangquan
光彩,光,彩,193.0,2.29,3.0,8.5,269.5,"['guang', 'cai']",guangcai
光速,光,速,171.0,2.23,5.5,8.0,291.0,"['guang', 'su']",guangsu
光阴,光,阴,56.0,1.75,4.5,6.0,277.5,"['guang', 'yin']",guangyin
光复,光,复,6.0,0.78,9.0,7.5,291.5,"['guang', 'fu']",guangfu
光景,光,景,18.0,1.26,5.5,9.0,269.0,"['guang', 'jing']",guangjing
光棍,光,棍,25.0,1.4,1.5,9.0,290.5,"['guang', 'gun']",guanggun
光源,光,源,34.0,1.53,8.5,9.5,248.5,"['guang', 'yuan']",guangyuan
光滑,光,滑,106.0,2.03,3.5,9.0,248.0,"['guang', 'hua']",guanghua
光荣,光,荣,366.0,2.56,7.0,7.5,247.0,"['guang', 'rong']",guangrong
光影,光,影,12.0,1.08,2.5,10.5,269.5,"['guang', 'ying']",guangying
光线,光,线,310.0,2.49,7.0,7.0,291.5,"['guang', 'xian']",guangxian
光辉,光,辉,139.0,2.14,4.0,9.0,277.5,"['guang', 'hui']",guanghui
光学,光,学,40.0,1.6,1.5,7.0,248.5,"['guang', 'xue']",guangxue
光泽,光,泽,52.0,1.72,4.0,7.0,247.0,"['guang', 'ze']",guangze
光头,光,头,150.0,2.18,2.0,5.5,248.0,"['guang', 'tou']",guangtou
光环,光,环,67.0,1.83,4.5,7.0,248.5,"['guang', 'huan']",guanghuan
光临,光,临,849.0,2.93,5.5,7.5,247.0,"['guang', 'lin']",guanglin
光鲜,光,鲜,8.0,0.9,4.0,10.0,277.5,"['guang', 'xian']",guangxian
光谱,光,谱,38.0,1.58,3.5,10.0,269.5,"['guang', 'pu']",guangpu
光顾,光,顾,117.0,2.07,3.0,8.0,291.0,"['guang', 'gu']",guanggu
光纤,光,纤,23.0,1.36,4.0,6.0,291.5,"['guang', 'xian']",guangxian
全人,全,人,,,7.0,4.0,219.5,"['quan', 'ren']",quanren
全力,全,力,931.0,2.97,16.0,4.0,263.0,"['quan', 'li']",quanli
全心,全,心,1.0,0.0,9.0,5.0,248.0,"['quan', 'xin']",quanxin
全文,全,文,7.0,0.85,7.5,5.0,220.0,"['quan', 'wen']",quanwen
全年,全,年,20.0,1.3,7.5,6.0,219.5,"['quan', 'nian']",quannian
全局,全,局,81.0,1.91,7.5,6.5,220.0,"['quan', 'ju']",quanju
全身,全,身,737.0,2.87,9.5,6.5,249.0,"['quan', 'shen']",quanshen
全长,全,长,9.0,0.95,5.5,5.0,240.5,"['quan', 'zhang']",quanzhang
全面,全,面,440.0,2.64,5.5,7.5,262.5,"['quan', 'mian']",quanmian
全班,全,班,63.0,1.8,8.5,8.0,248.5,"['quan', 'ban']",quanban
全神,全,神,,,5.5,7.5,220.0,"['quan', 'shen']",quanshen
全能,全,能,136.0,2.13,5.0,8.0,218.5,"['quan', 'neng']",quanneng
全国,全,国,1157.0,3.06,6.5,7.0,220.0,"['quan', 'guo']",quanguo
全球,全,球,790.0,2.9,9.0,8.5,219.5,"['quan', 'qiu']",quanqiu
全票,全,票,27.0,1.43,5.0,8.5,262.5,"['quan', 'piao']",quanpiao
全速,全,速,131.0,2.12,9.0,8.0,262.5,"['quan', 'su']",quansu
全部,全,部,3635.0,3.56,10.5,8.0,262.0,"['quan', 'bu']",quanbu
全都,全,都,1600.0,3.2,6.0,8.0,248.5,"['quan', 'dou']",quandou
全景,全,景,19.0,1.28,9.0,9.0,240.5,"['quan', 'jing']",quanjing
全程,全,程,119.0,2.08,10.0,9.0,220.0,"['quan', 'cheng']",quancheng
全集,全,集,12.0,1.08,14.0,9.0,220.0,"['quan', 'ji']",quanji
全貌,全,貌,7.0,0.85,7.0,10.0,262.5,"['quan', 'mao']",quanmao
全数,全,数,18.0,1.26,9.0,9.5,241.0,"['quan', 'shu']",quanshu
全盘,全,盘,100.0,2.0,6.5,8.5,219.5,"['quan', 'pan']",quanpan
全额,全,额,33.0,1.52,9.0,10.5,219.5,"['quan', 'e']",quane
全权,全,权,94.0,1.97,9.0,6.0,220.0,"['quan', 'quan']",quanquan
全体,全,体,544.0,2.74,5.0,6.5,241.0,"['quan', 'ti']",quanti
共主,共,主,,,4.5,5.5,283.5,"['gong', 'zhu']",gongzhu
共犯,共,犯,65.0,1.81,4.0,5.5,305.5,"['gong', 'fan']",gongfan
共生,共,生,13.0,1.11,4.0,5.5,291.5,"['gong', 'sheng']",gongsheng
共同,共,同,949.0,2.98,5.5,6.0,262.5,"['gong', 'tong']",gongtong
共存,共,存,49.0,1.69,1.5,6.0,262.0,"['gong', 'cun']",gongcun
共有,共,有,137.0,2.14,4.0,6.0,283.5,"['gong', 'you']",gongyou
共事,共,事,407.0,2.61,15.5,7.0,305.5,"['gong', 'shi']",gongshi
共享,共,享,237.0,2.37,3.0,7.0,283.5,"['gong', 'xiang']",gongxiang
共和,共,和,55.0,1.74,8.0,7.0,305.0,"['gong', 'he']",gonghe
共居,共,居,,,6.5,7.0,291.5,"['gong', 'ju']",gongju
共度,共,度,398.0,2.6,5.0,7.5,305.5,"['gong', 'du']",gongdu
共产,共,产,,,3.0,6.0,282.5,"['gong', 'chan']",gongchan
共通,共,通,,,2.5,8.0,291.5,"['gong', 'tong']",gongtong
共聚,共,聚,13.0,1.11,8.5,10.0,305.5,"['gong', 'ju']",gongju
共鸣,共,鸣,119.0,2.08,4.5,7.0,262.0,"['gong', 'ming']",gongming
共识,共,识,208.0,2.32,15.5,6.5,305.5,"['gong', 'shi']",gongshi
再三,再,三,65.0,1.81,2.5,4.5,291.0,"['zai', 'san']",zaisan
再世,再,世,,,16.0,5.5,305.5,"['zai', 'shi']",zaishi
再生,再,生,197.0,2.29,4.5,5.5,291.5,"['zai', 'sheng']",zaisheng
再次,再,次,2784.0,3.44,3.0,6.0,305.0,"['zai', 'ci']",zaici
再见,再,见,10958.0,4.04,11.0,5.0,305.0,"['zai', 'jian']",zaijian
再版,再,版,5.0,0.7,4.0,7.0,283.0,"['zai', 'ban']",zaiban
再者,再,者,24.0,1.38,2.5,7.0,283.5,"['zai', 'zhe']",zaizhe
再度,再,度,202.0,2.31,5.5,7.5,305.5,"['zai', 'du']",zaidu
再婚,再,婚,91.0,1.96,3.0,8.5,291.0,"['zai', 'hun']",zaihun
再现,再,现,83.0,1.92,7.5,7.0,305.5,"['zai', 'xian']",zaixian
再造,再,造,43.0,1.63,4.5,8.0,305.0,"['zai', 'zao']",zaizao
再嫁,再,嫁,8.0,0.9,4.0,9.5,305.5,"['zai', 'jia']",zaijia
再会,再,会,45.0,1.65,9.0,6.0,305.5,"['zai', 'hui']",zaihui
再说,再,说,2242.0,3.35,2.0,7.5,290.5,"['zai', 'shuo']",zaishuo
再审,再,审,6.0,0.78,2.5,7.0,283.5,"['zai', 'shen']",zaishen
冰刀,冰,刀,18.0,1.26,1.5,4.0,277.0,"['bing', 'dao']",bingdao
冰山,冰,山,106.0,2.03,7.0,4.5,277.0,"['bing', 'shan']",bingshan
冰川,冰,川,100.0,2.0,2.5,4.5,277.5,"['bing', 'chuan']",bingchuan
冰水,冰,水,3.0,0.48,1.5,5.0,268.5,"['bing', 'shui']",bingshui
冰冷,冰,冷,194.0,2.29,1.5,6.5,268.5,"['bing', 'leng']",bingleng
冰河,冰,河,38.0,1.58,7.0,7.0,248.0,"['bing', 'he']",binghe
冰封,冰,封,,,5.5,7.5,277.0,"['bing', 'feng']",bingfeng
冰柱,冰,柱,21.0,1.32,6.0,7.5,291.5,"['bing', 'zhu']",bingzhu
冰冻,冰,冻,163.0,2.21,4.0,6.5,291.0,"['bing', 'dong']",bingdong
冰峰,冰,峰,,,5.5,8.0,277.0,"['bing', 'feng']",bingfeng
冰凉,冰,凉,45.0,1.65,3.0,8.0,248.0,"['bing', 'liang']",bingliang
冰球,冰,球,199.0,2.3,5.5,8.5,248.0,"['bing', 'qiu']",bingqiu
冰袋,冰,袋,26.0,1.41,6.0,8.5,291.0,"['bing', 'dai']",bingdai
冰雪,冰,雪,71.0,1.85,2.0,8.5,269.5,"['bing', 'xue']",bingxue
冰棒,冰,棒,68.0,1.83,4.5,9.0,291.0,"['bing', 'bang']",bingbang
冰窖,冰,窖,6.0,0.78,4.5,9.0,291.0,"['bing', 'jiao']",bingjiao
冰块,冰,块,264.0,2.42,4.5,6.5,290.0,"['bing', 'kuai']",bingkuai
冰雹,冰,雹,34.0,1.53,,9.5,,"['bing', 'bao']",bingbao
冰箱,冰,箱,739.0,2.87,4.5,10.5,277.5,"['bing', 'xiang']",bingxiang
冰砖,冰,砖,2.0,0.3,2.0,7.5,277.0,"['bing', 'zhuan']",bingzhuan
冰糖,冰,糖,15.0,1.18,7.0,11.0,248.5,"['bing', 'tang']",bingtang
冰锥,冰,锥,38.0,1.58,3.0,9.5,276.5,"['bing', 'zhui']",bingzhui
冰雕,冰,雕,42.0,1.62,4.0,11.0,277.0,"['bing', 'diao']",bingdiao
冰点,冰,点,8.0,0.9,3.0,7.5,269.0,"['bing', 'dian']",bingdian
冰镇,冰,镇,54.0,1.73,4.5,10.5,291.0,"['bing', 'zhen']",bingzhen
刑事,刑,事,283.0,2.45,17.0,7.0,263.0,"['xing', 'shi']",xingshi
刑具,刑,具,22.0,1.34,10.0,7.0,263.0,"['xing', 'ju']",xingju
刑房,刑,房,7.0,0.85,4.0,7.0,220.0,"['xing', 'fang']",xingfang
刑法,刑,法,30.0,1.48,3.5,7.0,240.5,"['xing', 'fa']",xingfa
刑责,刑,责,,,5.5,7.0,218.5,"['xing', 'ze']",xingze
刑场,刑,场,17.0,1.23,4.0,6.0,241.0,"['xing', 'chang']",xingchang
刑期,刑,期,122.0,2.09,14.0,9.0,220.0,"['xing', 'qi']",xingqi
刑罚,刑,罚,46.0,1.66,5.0,7.5,219.5,"['xing', 'fa']",xingfa
刑警,刑,警,161.0,2.21,7.0,12.5,240.5,"['xing', 'jing']",xingjing
划拳,划,拳,1.0,0.0,7.0,8.0,219.5,"['hua', 'quan']",huaquan
划动,划,动,,,5.5,6.0,262.0,"['hua', 'dong']",huadong
划船,划,船,118.0,2.07,4.0,8.5,219.5,"['hua', 'chuan']",huachuan
划艇,划,艇,20.0,1.3,4.5,9.0,240.0,"['hua', 'ting']",huating
划算,划,算,66.0,1.82,3.5,10.0,261.5,"['hua', 'suan']",huasuan
划桨,划,桨,22.0,1.34,4.5,8.0,240.0,"['hua', 'jiang']",huajiang
列入,列,入,95.0,1.98,6.0,4.0,304.5,"['lie', 'ru']",lieru
列出,列,出,137.0,2.14,6.0,5.5,291.0,"['lie', 'chu']",liechu
列印,列,印,,,6.0,5.5,305.0,"['lie', 'yin']",lieyin
列车,列,车,401.0,2.6,4.5,5.0,290.5,"['lie', 'che']",lieche
列表,列,表,114.0,2.06,6.0,7.0,282.0,"['lie', 'biao']",liebiao
列为,列,为,102.0,2.01,10.5,5.0,262.0,"['lie', 'wei']",liewei
列岛,列,岛,7.0,0.85,7.0,6.5,282.5,"['lie', 'dao']",liedao
列席,列,席,11.0,1.04,8.5,8.0,262.0,"['lie', 'xi']",liexi
列强,列,强,7.0,0.85,6.5,9.0,262.0,"['lie', 'qiang']",lieqiang
列队,列,队,60.0,1.78,6.5,5.0,304.0,"['lie', 'dui']",liedui
列传,列,传,,,5.5,6.0,262.0,"['lie', 'zhuan']",liezhuan
列举,列,举,26.0,1.41,7.0,7.5,283.0,"['lie', 'ju']",lieju
劣货,劣,货,2.0,0.3,11.0,7.0,304.5,"['lie', 'huo']",liehuo
劣等,劣,等,25.0,1.4,4.5,9.0,282.5,"['lie', 'deng']",liedeng
劣势,劣,势,69.0,1.84,18.5,7.0,305.0,"['lie', 'shi']",lieshi
劣种,劣,种,1.0,0.0,6.0,7.5,282.5,"['lie', 'zhong']",liezhong
劣质,劣,质,65.0,1.81,10.0,7.0,262.0,"['lie', 'zhi']",liezhi
劣绩,劣,绩,,,15.0,8.5,291.0,"['lie', 'ji']",lieji
印出,印,出,,,4.0,5.0,292.0,"['yin', 'chu']",yinchu
印台,印,台,,,4.0,5.0,262.5,"['yin', 'tai']",yintai
印本,印,本,1.0,0.0,3.0,5.0,283.5,"['yin', 'ben']",yinben
印刷,印,刷,143.0,2.16,3.0,6.5,291.0,"['yin', 'shua']",yinshua
印花,印,花,27.0,1.43,2.5,6.0,291.5,"['yin', 'hua']",yinhua
印书,印,书,,,8.0,4.5,292.0,"['yin', 'shu']",yinshu
印记,印,记,165.0,2.22,14.0,5.0,306.0,"['yin', 'ji']",yinji
印盒,印,盒,,,8.0,8.0,262.5,"['yin', 'he']",yinhe
印章,印,章,71.0,1.85,4.5,8.0,291.5,"['yin', 'zhang']",yinzhang
印发,印,发,5.0,0.7,3.5,5.0,291.5,"['yin', 'fa']",yinfa
印象,印,象,1758.0,3.25,5.0,8.0,306.0,"['yin', 'xiang']",yinxiang
印模,印,模,,,6.0,9.5,263.0,"['yin', 'mo']",yinmo
印证,印,证,19.0,1.28,4.5,6.0,305.5,"['yin', 'zheng']",yinzheng
危及,危,及,101.0,2.0,11.5,4.5,249.0,"['wei', 'ji']",weiji
危局,危,局,2.0,0.3,5.0,6.5,249.0,"['wei', 'ju']",weiju
危急,危,急,121.0,2.08,11.5,7.5,249.0,"['wei', 'ji']",weiji
危殆,危,殆,4.0,0.6,,7.5,,"['wei', 'dai']",weidai
危害,危,害,244.0,2.39,4.5,8.0,292.0,"['wei', 'hai']",weihai
危楼,危,楼,5.0,0.7,3.5,9.5,248.5,"['wei', 'lou']",weilou
危机,危,机,756.0,2.88,13.0,6.0,278.0,"['wei', 'ji']",weiji
危险,危,险,5711.0,3.76,4.5,7.5,270.0,"['wei', 'xian']",weixian
危难,危,难,41.0,1.61,4.5,8.0,247.5,"['wei', 'nan']",weinan
吃力,吃,力,42.0,1.62,14.5,4.0,292.0,"['chi', 'li']",chili
吃下,吃,下,,,5.0,4.5,291.5,"['chi', 'xia']",chixia
吃完,吃,完,,,6.0,6.5,249.0,"['chi', 'wan']",chiwan
吃苦,吃,苦,14.0,1.15,3.5,7.0,269.5,"['chi', 'ku']",chiku
吃重,吃,重,,,4.0,7.5,248.5,"['chi', 'zhong']",chizhong
吃香,吃,香,18.0,1.26,6.5,7.5,278.0,"['chi', 'xiang']",chixiang
吃素,吃,素,54.0,1.73,7.5,8.0,291.5,"['chi', 'su']",chisu
吃草,吃,草,,,3.5,7.5,269.5,"['chi', 'cao']",chicao
吃掉,吃,掉,,,5.5,8.5,291.5,"['chi', 'diao']",chidiao
吃透,吃,透,1.0,0.0,3.5,8.0,291.5,"['chi', 'tou']",chitou
吃喝,吃,喝,16.0,1.2,6.0,9.0,291.5,"['chi', 'he']",chihe
吃饭,吃,饭,2135.0,3.33,6.0,6.5,292.0,"['chi', 'fan']",chifan
吃饱,吃,饱,,,5.5,7.0,269.5,"['chi', 'bao']",chibao
吃醋,吃,醋,227.0,2.36,6.5,10.5,291.0,"['chi', 'cu']",chicu
吃亏,吃,亏,42.0,1.62,4.5,4.5,277.5,"['chi', 'kui']",chikui
吃斋,吃,斋,,,3.5,8.0,278.5,"['chi', 'zhai']",chizhai
吃惊,吃,惊,1227.0,3.09,10.0,8.5,277.5,"['chi', 'jing']",chijing
各人,各,人,26.0,1.41,4.5,4.0,262.5,"['ge', 'ren']",geren
各自,各,自,484.0,2.68,4.5,6.0,305.5,"['ge', 'zi']",gezi
各位,各,位,3982.0,3.6,8.5,6.5,306.0,"['ge', 'wei']",gewei
各界,各,界,16.0,1.2,6.0,7.5,306.0,"['ge', 'jie']",gejie
各个,各,个,295.0,2.47,2.5,4.5,158.5,"['ge', 'ge']",gege
各处,各,处,28.0,1.45,4.0,5.5,306.0,"['ge', 'chu']",gechu
各项,各,项,30.0,1.48,5.0,7.5,306.0,"['ge', 'xiang']",gexiang
各种,各,种,897.0,2.95,4.0,7.5,283.5,"['ge', 'zhong']",gezhong
各类,各,类,33.0,1.52,3.0,7.5,306.0,"['ge', 'lei']",gelei
合力,合,力,19.0,1.28,17.5,4.0,262.5,"['he', 'li']",heli
合十,合,十,19.0,1.28,11.0,4.0,219.5,"['he', 'shi']",heshi
合乎,合,乎,77.0,1.89,7.5,5.5,248.5,"['he', 'hu']",hehu
合用,合,用,22.0,1.34,7.0,5.5,261.5,"['he', 'yong']",heyong
合伙,合,伙,139.0,2.14,7.5,6.0,240.0,"['he', 'huo']",hehuo
合同,合,同,1034.0,3.01,10.5,6.0,219.5,"['he', 'tong']",hetong
合作,合,作,3344.0,3.52,8.5,6.5,261.5,"['he', 'zuo']",hezuo
合身,合,身,185.0,2.27,11.0,6.5,248.5,"['he', 'shen']",heshen
合并,合,并,403.0,2.61,8.0,6.0,262.0,"['he', 'bing']",hebing
合宜,合,宜,7.0,0.85,14.0,7.0,219.5,"['he', 'yi']",heyi
合抱,合,抱,,,9.5,7.0,262.0,"['he', 'bao']",hebao
合拍,合,拍,83.0,1.92,6.5,7.0,248.0,"['he', 'pai']",hepai
合法,合,法,995.0,3.0,7.0,7.0,240.0,"['he', 'fa']",hefa
合股,合,股,3.0,0.48,9.5,7.0,240.0,"['he', 'gu']",hegu
合金,合,金,98.0,1.99,10.5,7.0,248.0,"['he', 'jin']",hejin
合奏,合,奏,7.0,0.85,7.5,7.5,261.5,"['he', 'zou']",hezou
合约,合,约,434.0,2.64,7.0,6.0,247.5,"['he', 'yue']",heyue
合计,合,计,22.0,1.34,18.0,5.0,262.5,"['he', 'ji']",heji
合格,合,格,221.0,2.34,10.5,8.0,219.5,"['he', 'ge']",hege
合唱,合,唱,88.0,1.94,7.0,8.5,262.5,"['he', 'chang']",hechang
合理,合,理,882.0,2.95,10.5,8.5,240.5,"['he', 'li']",heli
合眼,合,眼,35.0,1.54,8.5,8.5,240.5,"['he', 'yan']",heyan
合掌,合,掌,,,7.0,9.0,240.0,"['he', 'zhang']",hezhang
合意,合,意,10.0,1.0,24.5,9.5,262.5,"['he', 'yi']",heyi
合照,合,照,1.0,0.0,9.5,9.5,262.0,"['he', 'zhao']",hezhao
合群,合,群,63.0,1.8,7.0,9.5,218.0,"['he', 'qun']",hequn
合葬,合,葬,1.0,0.0,8.0,9.0,261.5,"['he', 'zang']",hezang
合资,合,资,7.0,0.85,12.5,8.0,248.0,"['he', 'zi']",hezi
合伙,合,伙,139.0,2.14,7.5,6.0,240.0,"['he', 'huo']",hehuo
合演,合,演,7.0,0.85,8.5,10.0,240.5,"['he', 'yan']",heyan
合算,合,算,20.0,1.3,7.0,10.0,261.5,"['he', 'suan']",hesuan
合影,合,影,100.0,2.0,7.5,10.5,240.5,"['he', 'ying']",heying
合适,合,适,2385.0,3.38,20.5,7.5,262.5,"['he', 'shi']",heshi
合谋,合,谋,50.0,1.7,8.0,8.5,219.0,"['he', 'mou']",hemou
合办,合,办,2.0,0.3,9.5,5.0,262.0,"['he', 'ban']",heban
合击,合,击,,,15.5,5.5,219.5,"['he', 'ji']",heji
合缝,合,缝,,,7.5,9.5,219.0,"['he', 'feng']",hefeng
合声,合,声,5.0,0.7,9.0,6.5,248.5,"['he', 'sheng']",hesheng
吉凶,吉,凶,2.0,0.3,11.5,5.0,248.0,"['ji', 'xiong']",jixiong
吉日,吉,日,6.0,0.78,10.0,5.0,261.5,"['ji', 'ri']",jiri
吉他,吉,他,710.0,2.85,13.0,5.5,248.5,"['ji', 'ta']",jita
吉兆,吉,兆,2.0,0.3,13.0,6.0,262.5,"['ji', 'zhao']",jizhao
吉利,吉,利,111.0,2.05,21.0,6.5,263.0,"['ji', 'li']",jili
吉祥,吉,祥,25.0,1.4,11.0,8.0,220.0,"['ji', 'xiang']",jixiang
吉期,吉,期,,,21.0,9.0,220.0,"['ji', 'qi']",jiqi
吊车,吊,车,37.0,1.57,3.0,5.0,291.0,"['diao', 'che']",diaoche
吊扇,吊,扇,10.0,1.0,8.0,8.0,305.0,"['diao', 'shan']",diaoshan
吊起,吊,起,,,5.0,8.0,283.5,"['diao', 'qi']",diaoqi
吊带,吊,带,58.0,1.76,7.5,7.5,305.0,"['diao', 'dai']",diaodai
吊桶,吊,桶,,,4.0,8.5,283.5,"['diao', 'tong']",diaotong
吊销,吊,销,104.0,2.02,10.0,9.0,291.0,"['diao', 'xiao']",diaoxiao
吊桥,吊,桥,55.0,1.74,5.5,8.0,262.5,"['diao', 'qiao']",diaoqiao
吊灯,吊,灯,33.0,1.52,4.0,6.0,291.0,"['diao', 'deng']",diaodeng
吊环,吊,环,9.0,0.95,6.0,7.0,262.5,"['diao', 'huan']",diaohuan
同化,同,化,43.0,1.63,7.0,5.0,262.5,"['tong', 'hua']",tonghua
同伙,同,伙,478.0,2.68,6.0,6.0,240.5,"['tong', 'huo']",tonghuo
同年,同,年,30.0,1.48,7.5,6.0,219.5,"['tong', 'nian']",tongnian
同行,同,行,187.0,2.27,7.0,6.0,220.0,"['tong', 'hang']",tonghang
同伴,同,伴,545.0,2.74,8.0,6.5,262.5,"['tong', 'ban']",tongban
同志,同,志,1873.0,3.27,15.5,6.5,263.0,"['tong', 'zhi']",tongzhi
同步,同,步,168.0,2.23,10.5,6.5,262.0,"['tong', 'bu']",tongbu
同事,同,事,1392.0,3.14,19.0,7.0,263.0,"['tong', 'shi']",tongshi
同居,同,居,197.0,2.29,10.0,7.0,249.0,"['tong', 'ju']",tongju
同性,同,性,137.0,2.14,7.0,7.0,263.0,"['tong', 'xing']",tongxing
同房,同,房,6.0,0.78,6.0,7.0,220.0,"['tong', 'fang']",tongfang
同胞,同,胞,223.0,2.35,7.0,7.5,248.5,"['tong', 'bao']",tongbao
同时,同,时,3145.0,3.5,9.5,6.5,220.0,"['tong', 'shi']",tongshi
同班,同,班,36.0,1.56,8.5,8.0,248.5,"['tong', 'ban']",tongban
同情,同,情,832.0,2.92,6.0,8.5,220.0,"['tong', 'qing']",tongqing
同袍,同,袍,,,6.5,8.0,220.0,"['tong', 'pao']",tongpao
同期,同,期,11.0,1.04,16.0,9.0,220.0,"['tong', 'qi']",tongqi
同窗,同,窗,4.0,0.6,5.5,9.0,249.0,"['tong', 'chuang']",tongchuang
同等,同,等,83.0,1.92,5.0,9.0,240.5,"['tong', 'deng']",tongdeng
同乡,同,乡,9.0,0.95,8.0,4.5,249.0,"['tong', 'xiang']",tongxiang
同意,同,意,5759.0,3.76,23.0,9.5,263.0,"['tong', 'yi']",tongyi
同感,同,感,130.0,2.11,8.0,9.5,240.0,"['tong', 'gan']",tonggan
同盟,同,盟,175.0,2.24,7.0,9.5,219.5,"['tong', 'meng']",tongmeng
同路,同,路,7.0,0.85,11.0,9.5,262.5,"['tong', 'lu']",tonglu
同僚,同,僚,84.0,1.92,8.5,10.0,219.5,"['tong', 'liao']",tongliao
同伙,同,伙,478.0,2.68,6.0,6.0,240.5,"['tong', 'huo']",tonghuo
同样,同,样,2959.0,3.47,6.5,8.0,263.0,"['tong', 'yang']",tongyang
同辈,同,辈,7.0,0.85,9.5,9.0,262.5,"['tong', 'bei']",tongbei
同侪,同,侪,,,6.0,7.0,219.0,"['tong', 'chai']",tongchai
同学,同,学,1018.0,3.01,5.0,7.0,220.0,"['tong', 'xue']",tongxue
同谋,同,谋,179.0,2.25,6.5,8.5,219.5,"['tong', 'mou']",tongmou
同类,同,类,143.0,2.16,5.5,7.5,263.0,"['tong', 'lei']",tonglei
