Word_Sim,Character-1,Character-2,C&B-Subtitle-raw-W,C&B-Subtitle-log-W,HD_M,Stroke-mean-Sim,Neighborhood-mean,pinyin,pinyinword
粪田,粪,田,,,6.0,8.5,262.5,"['fen', 'tian']",fentian
粪坑,粪,坑,30.0,1.48,4.0,9.5,290.5,"['fen', 'keng']",fenkeng
粪肥,粪,肥,10.0,1.0,4.0,10.0,263.0,"['fen', 'fei']",fenfei
粪便,粪,便,129.0,2.11,6.5,10.5,305.5,"['fen', 'bian']",fenbian
粪桶,粪,桶,6.0,0.78,4.5,11.5,284.0,"['fen', 'tong']",fentong
糟塌,糟,塌,,,4.5,15.0,277.0,"['zao', 'ta']",zaota
糟糕,糟,糕,5213.0,3.72,5.5,16.5,277.0,"['zao', 'gao']",zaogao
糟糠,糟,糠,,,3.0,17.0,276.5,"['zao', 'kang']",zaokang
糟蹋,糟,蹋,97.0,1.99,5.5,17.0,291.0,"['zao', 'ta']",zaota
缝上,缝,上,,,3.5,8.0,262.0,"['feng', 'shang']",fengshang
缝合,缝,合,195.0,2.29,7.5,9.5,219.0,"['feng', 'he']",fenghe
缝好,缝,好,,,5.5,9.5,261.5,"['feng', 'hao']",fenghao
缝纫,缝,纫,56.0,1.75,,9.5,219.0,"['feng', 'ren']",fengren
缝补,缝,补,9.0,0.95,4.0,10.0,239.5,"['feng', 'bu']",fengbu
缝制,缝,制,39.0,1.59,12.5,10.5,262.5,"['feng', 'zhi']",fengzhi
缝隙,缝,隙,53.0,1.72,4.5,12.5,262.5,"['feng', 'xi']",fengxi
缩小,缩,小,338.0,2.53,4.0,8.5,268.5,"['suo', 'xiao']",suoxiao
缩水,缩,水,30.0,1.48,3.5,9.0,268.0,"['suo', 'shui']",suoshui
缩印,缩,印,,,5.0,9.5,291.0,"['suo', 'yin']",suoyin
缩成,缩,成,,,8.5,10.0,248.0,"['suo', 'cheng']",suocheng
缩减,缩,减,60.0,1.78,10.0,12.5,268.5,"['suo', 'jian']",suojian
缩短,缩,短,78.0,1.89,3.5,13.0,268.5,"['suo', 'duan']",suoduan
缩进,缩,进,,,8.0,10.5,290.5,"['suo', 'jin']",suojin
缩写,缩,写,171.0,2.23,4.0,9.5,269.0,"['suo', 'xie']",suoxie
缩影,缩,影,25.0,1.4,4.5,14.5,269.0,"['suo', 'ying']",suoying
纵火,纵,火,271.0,2.43,2.5,5.5,283.0,"['zong', 'huo']",zonghuo
纵向,纵,向,17.0,1.23,4.0,6.5,305.5,"['zong', 'xiang']",zongxiang
纵使,纵,使,14.0,1.15,4.5,7.5,283.5,"['zong', 'shi']",zongshi
纵容,纵,容,91.0,1.96,7.0,8.5,261.0,"['zong', 'rong']",zongrong
纵然,纵,然,9.0,0.95,2.5,9.5,261.5,"['zong', 'ran']",zongran
纵欲,纵,欲,,,22.0,9.0,290.5,"['zong', 'yu']",zongyu
纵横,纵,横,23.0,1.36,4.0,11.0,261.5,"['zong', 'heng']",zongheng
总之,总,之,1187.0,3.07,6.0,6.0,269.5,"['zong', 'zhi']",zongzhi
总共,总,共,277.0,2.44,1.5,7.5,283.0,"['zong', 'gong']",zonggong
总行,总,行,10.0,1.0,3.0,7.5,240.5,"['zong', 'xing']",zongxing
总和,总,和,44.0,1.64,7.5,8.5,283.0,"['zong', 'he']",zonghe
总店,总,店,,,6.0,8.5,283.0,"['zong', 'dian']",zongdian
总括,总,括,,,3.5,9.0,269.0,"['zong', 'kuo']",zongkuo
总是,总,是,8552.0,3.93,15.0,9.0,283.5,"['zong', 'shi']",zongshi
总计,总,计,17.0,1.23,12.5,6.5,283.5,"['zong', 'ji']",zongji
总值,总,值,7.0,0.85,6.5,9.5,240.5,"['zong', 'zhi']",zongzhi
总理,总,理,152.0,2.18,5.0,10.0,261.5,"['zong', 'li']",zongli
总统,总,统,5549.0,3.74,2.0,9.0,261.5,"['zong', 'tong']",zongtong
总部,总,部,793.0,2.9,6.5,9.5,282.5,"['zong', 'bu']",zongbu
总结,总,结,200.0,2.3,7.0,9.0,240.5,"['zong', 'jie']",zongjie
总裁,总,裁,391.0,2.59,2.5,10.5,240.5,"['zong', 'cai']",zongcai
总评,总,评,,,6.0,8.0,239.0,"['zong', 'ping']",zongping
总督,总,督,114.0,2.06,1.5,11.0,269.5,"['zong', 'du']",zongdu
总署,总,署,52.0,1.72,5.0,11.0,261.5,"['zong', 'shu']",zongshu
总监,总,监,197.0,2.29,8.5,9.5,269.0,"['zong', 'jian']",zongjian
总算,总,算,599.0,2.78,1.5,11.5,282.5,"['zong', 'suan']",zongsuan
总管,总,管,77.0,1.89,1.5,11.5,261.0,"['zong', 'guan']",zongguan
总数,总,数,60.0,1.78,5.0,11.0,261.5,"['zong', 'shu']",zongshu
总论,总,论,,,1.0,7.5,282.5,"['zong', 'lun']",zonglun
总账,总,账,,,4.5,8.5,283.0,"['zong', 'zhang']",zongzhang
总机,总,机,39.0,1.59,11.5,7.5,269.5,"['zong', 'ji']",zongji
总额,总,额,30.0,1.48,5.0,12.0,240.0,"['zong', 'e']",zonge
总辞,总,辞,,,5.0,11.0,240.0,"['zong', 'ci']",zongci
总览,总,览,,,3.0,9.0,261.0,"['zong', 'lan']",zonglan
总体,总,体,95.0,1.98,1.0,8.0,261.5,"['zong', 'ti']",zongti
绩分,绩,分,,,14.0,7.5,292.0,"['ji', 'fen']",jifen
绩效,绩,效,15.0,1.18,15.0,10.5,291.5,"['ji', 'xiao']",jixiao
繁多,繁,多,9.0,0.95,7.0,11.5,219.5,"['fan', 'duo']",fanduo
繁忙,繁,忙,103.0,2.01,7.5,11.5,218.5,"['fan', 'mang']",fanmang
繁星,繁,星,43.0,1.63,8.0,13.0,249.0,"['fan', 'xing']",fanxing
繁衍,繁,衍,56.0,1.75,7.5,13.0,241.0,"['fan', 'yan']",fanyan
繁重,繁,重,31.0,1.49,6.0,13.0,219.5,"['fan', 'zhong']",fanzhong
繁密,繁,密,1.0,0.0,9.0,14.0,263.0,"['fan', 'mi']",fanmi
繁盛,繁,盛,2.0,0.3,7.5,14.0,263.0,"['fan', 'sheng']",fansheng
繁殖,繁,殖,125.0,2.1,11.0,14.5,220.0,"['fan', 'zhi']",fanzhi
繁华,繁,华,32.0,1.51,7.5,11.5,219.5,"['fan', 'hua']",fanhua
繁荣,繁,荣,97.0,1.99,11.0,13.0,218.5,"['fan', 'rong']",fanrong
繁琐,繁,琐,22.0,1.34,7.0,14.0,240.0,"['fan', 'suo']",fansuo
繁复,繁,复,12.0,1.08,13.0,13.0,263.0,"['fan', 'fu']",fanfu
繁杂,繁,杂,11.0,1.04,6.0,11.5,219.5,"['fan', 'za']",fanza
绷带,绷,带,183.0,2.26,6.5,10.0,291.0,"['beng', 'dai']",bengdai
绷紧,绷,紧,,,4.5,10.5,269.0,"['beng', 'jin']",bengjin
罅隙,罅,隙,6.0,0.78,,14.5,,"['xia', 'xi']",xiaxi
联手,联,手,109.0,2.04,5.0,8.0,240.0,"['lian', 'shou']",lianshou
联合,联,合,642.0,2.81,9.5,9.0,219.0,"['lian', 'he']",lianhe
联名,联,名,14.0,1.15,7.0,9.0,219.0,"['lian', 'ming']",lianming
联邦,联,邦,2261.0,3.35,5.5,9.0,248.0,"['lian', 'bang']",lianbang
联招,联,招,,,5.0,10.0,248.0,"['lian', 'zhao']",lianzhao
联姻,联,姻,25.0,1.4,7.0,10.5,248.5,"['lian', 'yin']",lianyin
联军,联,军,15.0,1.18,6.0,9.0,247.5,"['lian', 'jun']",lianjun
联席,联,席,,,8.0,11.0,219.5,"['lian', 'xi']",lianxi
联络,联,络,1051.0,3.02,7.0,10.5,262.0,"['lian', 'luo']",lianluo
联想,联,想,116.0,2.06,5.5,12.5,240.5,"['lian', 'xiang']",lianxiang
联会,联,会,6.0,0.78,11.0,9.0,262.5,"['lian', 'hui']",lianhui
联盟,联,盟,1128.0,3.05,6.0,12.5,219.0,"['lian', 'meng']",lianmeng
联署,联,署,9.0,0.95,8.0,12.5,240.5,"['lian', 'shu']",lianshu
联播,联,播,32.0,1.51,4.5,13.5,262.5,"['lian', 'bo']",lianbo
联谊,联,谊,27.0,1.43,22.0,11.0,262.5,"['lian', 'yi']",lianyi
联营,联,营,4.0,0.6,9.0,11.5,219.5,"['lian', 'ying']",lianying
联赛,联,赛,190.0,2.28,4.0,13.0,261.5,"['lian', 'sai']",liansai
联系,联,系,6021.0,3.78,6.5,9.5,262.5,"['lian', 'xi']",lianxi
联欢,联,欢,3.0,0.48,5.0,9.0,248.5,"['lian', 'huan']",lianhuan
聪明,聪,明,4415.0,3.64,6.0,11.5,247.5,"['cong', 'ming']",congming
聪敏,聪,敏,10.0,1.0,5.0,13.0,268.0,"['cong', 'min']",congmin
聪慧,聪,慧,55.0,1.74,10.0,15.0,291.0,"['cong', 'hui']",conghui
聪颖,聪,颖,11.0,1.04,4.0,14.0,269.0,"['cong', 'ying']",congying
声母,声,母,1.0,0.0,6.0,6.0,269.0,"['sheng', 'mu']",shengmu
声言,声,言,4.0,0.6,10.0,7.0,249.0,"['sheng', 'yan']",shengyan
声明,声,明,635.0,2.8,6.5,7.5,248.5,"['sheng', 'ming']",shengming
声波,声,波,69.0,1.84,6.5,7.5,278.0,"['sheng', 'bo']",shengbo
声律,声,律,,,5.5,8.0,291.5,"['sheng', 'lv']",shenglv
声音,声,音,5523.0,3.74,6.5,8.0,278.0,"['sheng', 'yin']",shengyin
声气,声,气,1.0,0.0,9.5,5.5,292.0,"['sheng', 'qi']",shengqi
声浪,声,浪,2.0,0.3,3.5,8.5,291.5,"['sheng', 'lang']",shenglang
声讨,声,讨,12.0,1.08,3.5,6.0,270.0,"['sheng', 'tao']",shengtao
声带,声,带,58.0,1.76,8.0,8.0,291.5,"['sheng', 'dai']",shengdai
声望,声,望,73.0,1.86,5.0,9.0,291.5,"['sheng', 'wang']",shengwang
声援,声,援,9.0,0.95,10.5,9.5,249.0,"['sheng', 'yuan']",shengyuan
声势,声,势,16.0,1.2,17.5,7.5,292.0,"['sheng', 'shi']",shengshi
声称,声,称,566.0,2.75,4.0,8.5,278.0,"['sheng', 'cheng']",shengcheng
声乐,声,乐,57.0,1.76,7.5,6.0,291.0,"['sheng', 'yue']",shengyue
声调,声,调,34.0,1.53,5.5,8.5,291.5,"['sheng', 'diao']",shengdiao
声韵,声,韵,,,6.0,10.0,291.5,"['sheng', 'yun']",shengyun
声誉,声,誉,150.0,2.18,24.0,10.0,277.0,"['sheng', 'yu']",shengyu
声响,声,响,64.0,1.81,5.0,8.0,270.0,"['sheng', 'xiang']",shengxiang
耸立,耸,立,12.0,1.08,13.5,7.5,283.5,"['song', 'li']",songli
耸肩,耸,肩,27.0,1.43,10.0,9.0,269.0,"['song', 'jian']",songjian
膺品,膺,品,,,4.5,13.0,270.0,"['ying', 'pin']",yingpin
胆子,胆,子,213.0,2.33,4.0,6.0,261.0,"['dan', 'zi']",danzi
胆小,胆,小,206.0,2.31,2.0,6.0,261.0,"['dan', 'xiao']",danxiao
胆汁,胆,汁,18.0,1.26,6.5,7.0,269.5,"['dan', 'zhi']",danzhi
胆怯,胆,怯,78.0,1.89,4.0,8.5,283.0,"['dan', 'qie']",danqie
胆敢,胆,敢,136.0,2.13,4.5,10.0,260.5,"['dan', 'gan']",dangan
胆量,胆,量,222.0,2.35,3.5,10.5,283.0,"['dan', 'liang']",danliang
胆识,胆,识,42.0,1.62,15.5,8.0,283.5,"['dan', 'shi']",danshi
胆囊,胆,囊,21.0,1.32,1.5,15.5,239.0,"['dan', 'nang']",dannang
脓水,脓,水,,,2.5,7.0,239.0,"['nong', 'shui']",nongshui
脓包,脓,包,47.0,1.67,4.5,7.5,247.5,"['nong', 'bao']",nongbao
脓肿,脓,肿,11.0,1.04,4.0,9.0,239.5,"['nong', 'zhong']",nongzhong
臀部,臀,部,339.0,2.53,8.5,13.5,261.5,"['tun', 'bu']",tunbu
臂力,臂,力,12.0,1.08,24.0,9.5,306.0,"['bi', 'li']",bili
臂章,臂,章,18.0,1.26,15.0,14.0,291.5,"['bi', 'zhang']",bizhang
臂膊,臂,膊,,,20.0,15.5,263.0,"['bi', 'bo']",bibo
臃肿,臃,肿,22.0,1.34,8.0,12.5,260.5,"['yong', 'zhong']",yongzhong
脸孔,脸,孔,77.0,1.89,1.5,7.5,261.0,"['lian', 'kong']",liankong
脸皮,脸,皮,52.0,1.72,4.5,8.0,240.5,"['lian', 'pi']",lianpi
脸色,脸,色,314.0,2.5,3.5,8.5,282.0,"['lian', 'se']",lianse
脸型,脸,型,17.0,1.23,3.0,10.0,240.5,"['lian', 'xing']",lianxing
脸盆,脸,盆,4.0,0.6,1.0,10.0,239.5,"['lian', 'pen']",lianpen
脸红,脸,红,129.0,2.11,4.5,8.5,240.0,"['lian', 'hong']",lianhong
脸蛋,脸,蛋,209.0,2.32,5.5,11.0,283.0,"['lian', 'dan']",liandan
脸颊,脸,颊,107.0,2.03,3.0,11.5,240.5,"['lian', 'jia']",lianjia
脸谱,脸,谱,5.0,0.7,3.0,12.5,261.5,"['lian', 'pu']",lianpu
脸庞,脸,庞,88.0,1.94,2.0,9.5,240.0,"['lian', 'pang']",lianpang
临刑,临,刑,3.0,0.48,7.0,7.5,218.5,"['lin', 'xing']",linxing
临死,临,死,128.0,2.11,5.0,7.5,239.0,"['lin', 'si']",linsi
临行,临,行,5.0,0.7,7.0,7.5,218.5,"['lin', 'xing']",linxing
临别,临,别,28.0,1.45,5.0,8.0,261.0,"['lin', 'bie']",linbie
临床,临,床,220.0,2.34,5.5,8.0,218.5,"['lin', 'chuang']",linchuang
临走,临,走,27.0,1.43,5.0,8.0,238.5,"['lin', 'zou']",linzou
临到,临,到,5.0,0.7,8.5,8.5,261.0,"['lin', 'dao']",lindao
临帖,临,帖,,,6.0,8.5,246.5,"['lin', 'tie']",lintie
临近,临,近,88.0,1.94,9.5,8.0,261.0,"['lin', 'jin']",linjin
临盆,临,盆,5.0,0.7,5.0,9.0,217.5,"['lin', 'pen']",linpen
临时,临,时,635.0,2.8,9.5,8.0,218.5,"['lin', 'shi']",linshi
临终,临,终,125.0,2.1,7.5,8.5,247.0,"['lin', 'zhong']",linzhong
临场,临,场,4.0,0.6,6.0,7.5,239.5,"['lin', 'chang']",linchang
临睡,临,睡,,,6.0,11.0,260.5,"['lin', 'shui']",linshui
临摹,临,摹,9.0,0.95,8.5,11.5,218.5,"['lin', 'mo']",linmo
举手,举,手,285.0,2.45,4.5,6.5,261.5,"['ju', 'shou']",jushou
举止,举,止,285.0,2.45,8.5,6.5,262.0,"['ju', 'zhi']",juzhi
举出,举,出,16.0,1.2,5.0,7.0,270.0,"['ju', 'chu']",juchu
举行,举,行,1071.0,3.03,5.5,7.5,241.0,"['ju', 'xing']",juxing
举兵,举,兵,,,4.0,8.0,269.5,"['ju', 'bing']",jubing
举例,举,例,23.0,1.36,14.5,8.5,284.0,"['ju', 'li']",juli
举杯,举,杯,101.0,2.0,5.5,8.5,269.5,"['ju', 'bei']",jubei
举重,举,重,36.0,1.56,4.0,9.0,240.5,"['ju', 'zhong']",juzhong
举家,举,家,9.0,0.95,9.5,9.5,270.0,"['ju', 'jia']",jujia
举起,举,起,233.0,2.37,5.5,9.5,262.0,"['ju', 'qi']",juqi
举动,举,动,473.0,2.67,6.0,7.5,283.5,"['ju', 'dong']",judong
举报,举,报,219.0,2.34,6.5,8.0,283.5,"['ju', 'bao']",jubao
举债,举,债,,,4.0,9.5,283.5,"['ju', 'zhai']",juzhai
举枪,举,枪,,,4.0,8.5,270.0,"['ju', 'qiang']",juqiang
举办,举,办,521.0,2.72,6.5,6.5,283.5,"['ju', 'ban']",juban
举头,举,头,,,4.0,7.0,240.5,"['ju', 'tou']",jutou
举荐,举,荐,10.0,1.0,12.5,9.0,283.5,"['ju', 'jian']",jujian
艰巨,艰,巨,71.0,1.85,15.5,6.0,291.5,"['jian', 'ju']",jianju
艰辛,艰,辛,122.0,2.09,12.5,7.5,276.5,"['jian', 'xin']",jianxin
艰苦,艰,苦,214.0,2.33,8.5,8.0,269.0,"['jian', 'ku']",jianku
艰深,艰,深,,,13.0,9.5,277.5,"['jian', 'shen']",jianshen
艰险,艰,险,19.0,1.28,10.5,8.5,269.5,"['jian', 'xian']",jianxian
艰涩,艰,涩,,,11.0,9.0,290.0,"['jian', 'se']",jianse
艰难,艰,难,1160.0,3.06,10.5,9.0,247.0,"['jian', 'nan']",jiannan
薄利,薄,利,1.0,0.0,19.0,11.5,263.0,"['bo', 'li']",boli
薄命,薄,命,1.0,0.0,8.0,12.0,262.5,"['bo', 'ming']",boming
薄弱,薄,弱,81.0,1.91,10.0,13.0,261.5,"['bo', 'ruo']",boruo
薄纱,薄,纱,,,11.5,11.5,249.0,"['bao', 'sha']",baosha
薄荷,薄,荷,216.0,2.33,13.5,13.0,219.5,"['bo', 'he']",bohe
薄饼,薄,饼,224.0,2.35,11.0,12.5,240.5,"['bao', 'bing']",baobing
薄膜,薄,膜,19.0,1.28,14.0,15.0,263.0,"['bao', 'mo']",baomo
薄雾,薄,雾,11.0,1.04,14.0,14.5,263.0,"['bo', 'wu']",bowu
荟萃,荟,萃,3.0,0.48,12.0,10.0,305.0,"['hui', 'cui']",huicui
荟集,荟,集,,,17.0,10.5,263.0,"['hui', 'ji']",huiji
薏米,薏,米,,,20.5,11.0,284.0,"['yi', 'mi']",yimi
姜汁,姜,汁,,,9.5,7.0,277.5,"['jiang', 'zhi']",jiangzhi
姜饼,姜,饼,,,7.5,9.0,269.0,"['jiang', 'bing']",jiangbing
蔷薇,蔷,薇,34.0,1.53,9.0,15.0,220.0,"['qiang', 'wei']",qiangwei
荐人,荐,人,,,12.0,5.5,262.0,"['jian', 'ren']",jianren
荐任,荐,任,,,12.5,7.5,305.0,"['jian', 'ren']",jianren
薪水,薪,水,667.0,2.82,5.0,10.0,268.0,"['xin', 'shui']",xinshui
薪金,薪,金,25.0,1.4,9.0,12.0,276.5,"['xin', 'jin']",xinjin
薪俸,薪,俸,4.0,0.6,6.5,13.0,290.5,"['xin', 'feng']",xinfeng
薪资,薪,资,17.0,1.23,11.0,13.0,276.5,"['xin', 'zi']",xinzi
薪酬,薪,酬,,,7.5,14.5,248.0,"['xin', 'chou']",xinchou
薯仔,薯,仔,,,7.5,10.5,261.5,"['shu', 'zai']",shuzai
薯条,薯,条,363.0,2.56,6.0,11.5,240.5,"['shu', 'tiao']",shutiao
亏欠,亏,欠,43.0,1.63,4.5,3.5,291.5,"['kui', 'qian']",kuiqian
亏本,亏,本,12.0,1.08,2.5,4.0,269.0,"['kui', 'ben']",kuiben
亏空,亏,空,12.0,1.08,2.0,5.5,277.0,"['kui', 'kong']",kuikong
亏待,亏,待,26.0,1.41,3.0,6.0,277.0,"['kui', 'dai']",kuidai
亏损,亏,损,21.0,1.32,2.5,6.5,268.0,"['kui', 'sun']",kuisun
亏蚀,亏,蚀,,,6.5,6.0,248.5,"['kui', 'shi']",kuishi
螳螂,螳,螂,50.0,1.7,,15.5,220.0,"['tang', 'lang']",tanglang
螺旋,螺,旋,93.0,1.97,6.0,14.0,219.0,"['luo', 'xuan']",luoxuan
螺丝,螺,丝,111.0,2.05,10.0,11.0,248.0,"['luo', 'si']",luosi
蟋蟀,蟋,蟀,62.0,1.79,,17.0,,"['xi', 'shuai']",xishuai
蟑螂,蟑,螂,229.0,2.36,,15.5,277.0,"['zhang', 'lang']",zhanglang
蟒蛇,蟒,蛇,37.0,1.57,2.5,13.5,240.5,"['mang', 'she']",mangshe
亵玩,亵,玩,,,10.0,10.0,263.0,"['xie', 'wan']",xiewan
亵语,亵,语,,,11.5,10.5,283.0,"['xie', 'yu']",xieyu
亵渎,亵,渎,221.0,2.34,9.5,11.5,263.0,"['xie', 'du']",xiedu
襁褓,襁,褓,11.0,1.04,,15.5,,"['qiang', 'bao']",qiangbao
襄助,襄,助,1.0,0.0,8.5,12.0,292.0,"['xiang', 'zhu']",xiangzhu
觊觎,觊,觎,59.0,1.77,,11.5,306.0,"['ji', 'yu']",jiyu
誊写,誊,写,5.0,0.7,3.5,9.0,239.5,"['teng', 'xie']",tengxie
谎言,谎,言,1172.0,3.07,8.5,9.0,240.5,"['huang', 'yan']",huangyan
谎报,谎,报,18.0,1.26,5.0,9.0,283.0,"['huang', 'bao']",huangbao
谎话,谎,话,375.0,2.57,4.0,9.5,283.0,"['huang', 'hua']",huanghua
谜底,谜,底,51.0,1.71,6.0,9.5,241.0,"['mi', 'di']",midi
谜面,谜,面,1.0,0.0,5.0,10.0,262.5,"['mi', 'mian']",mimian
谜团,谜,团,105.0,2.02,4.5,8.5,218.5,"['mi', 'tuan']",mituan
谜语,谜,语,88.0,1.94,8.5,10.0,240.0,"['mi', 'yu']",miyu
谜题,谜,题,,,9.5,13.0,220.0,"['mi', 'ti']",miti
谦卑,谦,卑,60.0,1.78,8.5,10.0,277.5,"['qian', 'bei']",qianbei
谦恭,谦,恭,21.0,1.32,12.0,11.0,277.5,"['qian', 'gong']",qiangong
谦虚,谦,虚,179.0,2.25,10.0,11.5,277.5,"['qian', 'xu']",qianxu
谦称,谦,称,,,7.0,11.0,278.0,"['qian', 'cheng']",qiancheng
谦逊,谦,逊,58.0,1.76,9.5,10.5,291.5,"['qian', 'xun']",qianxun
谦辞,谦,辞,,,10.5,12.5,248.5,"['qian', 'ci']",qianci
谦让,谦,让,7.0,0.85,7.0,8.5,291.0,"['qian', 'rang']",qianrang
讲出,讲,出,,,4.0,5.5,269.5,"['jiang', 'chu']",jiangchu
讲台,讲,台,57.0,1.76,4.0,5.5,240.0,"['jiang', 'tai']",jiangtai
讲求,讲,求,21.0,1.32,6.5,6.5,240.0,"['jiang', 'qiu']",jiangqiu
讲究,讲,究,79.0,1.9,7.5,6.5,283.0,"['jiang', 'jiu']",jiangjiu
讲和,讲,和,13.0,1.11,9.0,7.0,283.0,"['jiang', 'he']",jianghe
讲明,讲,明,20.0,1.3,5.5,7.0,240.0,"['jiang', 'ming']",jiangming
讲法,讲,法,6.0,0.78,3.0,7.0,261.0,"['jiang', 'fa']",jiangfa
讲述,讲,述,302.0,2.48,7.0,7.0,283.5,"['jiang', 'shu']",jiangshu
讲师,讲,师,34.0,1.53,7.0,6.0,269.5,"['jiang', 'shi']",jiangshi
讲座,讲,座,106.0,2.03,4.5,8.0,282.5,"['jiang', 'zuo']",jiangzuo
讲书,讲,书,,,8.0,5.0,269.5,"['jiang', 'shu']",jiangshu
讲起,讲,起,,,4.5,8.0,261.5,"['jiang', 'qi']",jiangqi
讲堂,讲,堂,2.0,0.3,8.0,8.5,240.5,"['jiang', 'tang']",jiangtang
讲授,讲,授,17.0,1.23,6.5,8.5,283.0,"['jiang', 'shou']",jiangshou
讲理,讲,理,49.0,1.69,6.5,8.5,261.5,"['jiang', 'li']",jiangli
讲给,讲,给,,,2.5,7.5,260.0,"['jiang', 'gei']",jianggei
讲词,讲,词,,,6.5,6.5,240.0,"['jiang', 'ci']",jiangci
讲义,讲,义,12.0,1.08,20.5,4.5,283.5,"['jiang', 'yi']",jiangyi
讲解,讲,解,61.0,1.79,4.0,9.5,261.5,"['jiang', 'jie']",jiangjie
讲话,讲,话,1383.0,3.14,4.5,7.0,283.0,"['jiang', 'hua']",jianghua
讲道,讲,道,,,6.0,9.0,283.0,"['jiang', 'dao']",jiangdao
讲价,讲,价,14.0,1.15,4.5,6.0,283.5,"['jiang', 'jia']",jiangjia
讲稿,讲,稿,34.0,1.53,3.5,10.5,261.0,"['jiang', 'gao']",jianggao
讲课,讲,课,47.0,1.67,5.0,8.0,283.5,"['jiang', 'ke']",jiangke
讲坛,讲,坛,3.0,0.48,6.0,6.5,240.5,"['jiang', 'tan']",jiangtan
讲学,讲,学,5.0,0.7,2.5,7.0,240.5,"['jiang', 'xue']",jiangxue
讲题,讲,题,,,7.5,10.5,240.5,"['jiang', 'ti']",jiangti
谢函,谢,函,,,9.5,10.0,262.5,"['xie', 'han']",xiehan
谢帖,谢,帖,1.0,0.0,8.5,10.0,291.0,"['xie', 'tie']",xietie
谢客,谢,客,,,10.0,10.5,306.0,"['xie', 'ke']",xieke
谢绝,谢,绝,20.0,1.3,13.5,10.5,262.0,"['xie', 'jue']",xiejue
谢词,谢,词,,,11.5,9.5,262.5,"['xie', 'ci']",xieci
谢意,谢,意,91.0,1.96,25.5,12.5,306.0,"['xie', 'yi']",xieyi
谢罪,谢,罪,21.0,1.32,8.5,12.5,305.0,"['xie', 'zui']",xiezui
谢过,谢,过,,,7.5,9.0,306.0,"['xie', 'guo']",xieguo
谢幕,谢,幕,43.0,1.63,13.0,12.5,305.0,"['xie', 'mu']",xiemu
谢谢,谢,谢,51457.0,4.71,14.0,12.0,306.0,"['xie', 'xie']",xiexie
谢礼,谢,礼,23.0,1.36,11.5,8.5,284.0,"['xie', 'li']",xieli
谣言,谣,言,379.0,2.58,11.5,9.5,220.0,"['yao', 'yan']",yaoyan
谣传,谣,传,89.0,1.95,6.0,9.0,220.0,"['yao', 'chuan']",yaochuan
豁免,豁,免,834.0,2.92,9.5,12.0,283.0,"['huo', 'mian']",huomian
豁然,豁,然,2.0,0.3,8.5,14.5,261.5,"['huo', 'ran']",huoran
豁达,豁,达,4.0,0.6,9.0,11.5,262.5,"['huo', 'da']",huoda
赚取,赚,取,24.0,1.38,2.5,11.0,283.0,"['zhuan', 'qu']",zhuanqu
赚钱,赚,钱,697.0,2.84,5.0,12.0,262.5,"['zhuan', 'qian']",zhuanqian
购入,购,入,7.0,0.85,4.5,5.0,305.0,"['gou', 'ru']",gouru
购物,购,物,883.0,2.95,9.0,8.0,305.5,"['gou', 'wu']",gouwu
购货,购,货,1.0,0.0,9.5,8.0,305.0,"['gou', 'huo']",gouhuo
购买,购,买,369.0,2.57,3.0,7.0,283.0,"['gou', 'mai']",goumai
购置,购,置,12.0,1.08,13.5,10.5,305.5,"['gou', 'zhi']",gouzhi
赛车,赛,车,327.0,2.51,1.0,9.0,290.5,"['sai', 'che']",saiche
赛事,赛,事,74.0,1.87,15.0,11.0,305.0,"['sai', 'shi']",saishi
赛马,赛,马,270.0,2.43,2.5,8.5,283.0,"['sai', 'ma']",saima
赛程,赛,程,110.0,2.04,6.0,13.0,262.0,"['sai', 'cheng']",saicheng
赛跑,赛,跑,135.0,2.13,1.0,13.0,283.0,"['sai', 'pao']",saipao
趋向,趋,向,28.0,1.45,8.0,9.0,291.5,"['qu', 'xiang']",quxiang
趋于,趋,于,15.0,1.18,26.0,7.5,276.5,"['qu', 'yu']",quyu
趋近,趋,近,,,10.0,9.5,291.0,"['qu', 'jin']",qujin
趋前,趋,前,,,9.0,10.5,248.5,"['qu', 'qian']",quqian
趋势,趋,势,98.0,1.99,19.5,10.0,291.5,"['qu', 'shi']",qushi
辗平,辗,平,,,8.0,9.5,239.0,"['nian', 'ping']",nianping
辗过,辗,过,,,3.0,10.0,283.5,"['nian', 'guo']",nianguo
辗毙,辗,毙,,,15.0,12.0,283.5,"['nian', 'bi']",nianbi
辗转,辗,转,47.0,1.67,3.0,11.0,261.0,"['zhan', 'zhuan']",zhanzhuan
舆论,舆,论,73.0,1.86,21.5,10.0,290.0,"['yu', 'lun']",yulun
辖区,辖,区,84.0,1.92,11.0,9.0,248.0,"['xia', 'qu']",xiaqu
遽闻,遽,闻,,,10.5,12.5,263.0,"['ju', 'wen']",juwen
避孕,避,孕,71.0,1.85,15.5,10.5,305.5,"['bi', 'yun']",biyun
避免,避,免,900.0,2.95,15.0,11.5,283.5,"['bi', 'mian']",bimian
避忌,避,忌,,,24.5,11.5,306.0,"['bi', 'ji']",biji
避雨,避,雨,,,17.0,12.0,283.0,"['bi', 'yu']",biyu
避寒,避,寒,,,15.0,14.0,262.5,"['bi', 'han']",bihan
