Char,Stroke,HD,Num-neighbor,C&B_raw,C&B_log
炸,9,5.0,306.0,7886.0,3.9
为,4,13.0,220.0,249231.0,5.4
牲,9,6.0,278.0,1880.0,3.27
狠,9,3.0,261.0,1719.0,3.24
狡,9,11.0,261.0,484.0,2.68
狩,9,9.0,305.0,250.0,2.4
玷,9,11.0,305.0,158.0,2.2
玻,9,7.0,278.0,1556.0,3.19
珊,9,12.0,277.0,643.0,2.81
珍,9,11.0,277.0,2983.0,3.47
甚,9,5.0,306.0,7600.0,3.88
界,9,8.0,306.0,15995.0,4.2
畏,9,13.0,306.0,717.0,2.86
疤,9,7.0,279.0,689.0,2.84
疫,9,37.0,306.0,883.0,2.95
皆,9,8.0,278.0,549.0,2.74
皇,9,11.0,219.0,2676.0,3.43
皈,9,9.0,277.0,37.0,1.57
盆,9,1.0,218.0,581.0,2.76
盈,9,11.0,220.0,198.0,2.3
相,9,7.0,278.0,47856.0,4.68
盼,9,6.0,305.0,600.0,2.78
盾,9,7.0,305.0,987.0,2.99
省,9,1.0,262.0,2285.0,3.36
眉,9,13.0,219.0,726.0,2.86
看,9,2.0,305.0,213974.0,5.33
矜,9,9.0,277.0,35.0,1.54
砂,9,8.0,278.0,141.0,2.15
砌,9,13.0,306.0,45.0,1.65
砍,9,6.0,261.0,1200.0,3.08
砒,9,,,24.0,1.38
研,9,14.0,220.0,4263.0,3.63
祈,8,23.0,220.0,2293.0,3.36
秋,9,5.0,277.0,1195.0,3.08
科,9,11.0,278.0,11967.0,4.08
秒,9,4.0,262.0,3925.0,3.59
穿,9,3.0,278.0,17175.0,4.23
突,9,8.0,220.0,7044.0,3.85
竿,9,7.0,276.0,149.0,2.17
纪,6,24.0,306.0,6916.0,3.84
约,6,2.0,276.0,22765.0,4.36
红,6,8.0,219.0,7485.0,3.87
美,9,6.0,261.0,45561.0,4.66
耍,9,1.0,260.0,2393.0,3.38
耐,9,4.0,304.0,1965.0,3.29
胃,9,13.0,306.0,1448.0,3.16
背,9,5.0,277.0,7930.0,3.9
胎,9,1.0,277.0,2470.0,3.39
胖,9,1.0,305.0,2272.0,3.36
胚,9,2.0,277.0,99.0,2.0
胞,9,5.0,277.0,1675.0,3.22
胡,9,10.0,220.0,5787.0,3.76
致,10,22.0,306.0,6199.0,3.79
舢,9,,,4.0,0.6
苗,8,3.0,220.0,511.0,2.71
苛,8,11.0,278.0,269.0,2.43
苟,8,3.0,261.0,180.0,2.26
若,8,5.0,303.0,2455.0,3.39
苦,8,1.0,261.0,7563.0,3.88
英,8,8.0,278.0,14246.0,4.15
茁,8,,,23.0,1.36
茂,8,5.0,305.0,118.0,2.07
茄,8,1.0,219.0,996.0,3.0
茅,8,5.0,219.0,207.0,2.32
茉,8,13.0,306.0,256.0,2.41
虐,9,1.0,303.0,954.0,2.98
衍,9,5.0,262.0,167.0,2.22
要,9,4.0,306.0,355730.0,5.55
订,4,5.0,305.0,2705.0,3.43
讣,4,,,103.0,2.01
计,4,24.0,306.0,34589.0,4.54
贞,6,11.0,277.0,630.0,2.8
负,6,16.0,306.0,7980.0,3.9
赴,9,16.0,306.0,535.0,2.73
趴,9,2.0,277.0,1739.0,3.24
轨,6,4.0,261.0,1191.0,3.08
军,6,5.0,276.0,15516.0,4.19
迥,8,,,30.0,1.48
迫,8,5.0,306.0,3159.0,3.5
述,8,10.0,306.0,2432.0,3.39
郊,8,14.0,277.0,431.0,2.63
酋,9,9.0,219.0,194.0,2.29
重,9,2.0,219.0,39372.0,4.6
陋,8,3.0,305.0,470.0,2.67
陌,8,13.0,306.0,1328.0,3.12
降,8,5.0,305.0,4045.0,3.61
限,8,12.0,306.0,3137.0,3.5
面,9,2.0,305.0,67015.0,4.83
革,9,9.0,220.0,1043.0,3.02
韭,9,6.0,261.0,8.0,0.9
音,9,7.0,278.0,18229.0,4.26
页,6,9.0,306.0,1442.0,3.16
风,4,9.0,277.0,13301.0,4.12
飞,3,7.0,278.0,15717.0,4.2
食,9,10.0,220.0,7168.0,3.86
首,9,3.0,261.0,12927.0,4.11
香,9,7.0,278.0,5724.0,3.76
乘,10,11.0,220.0,2310.0,3.36
修,9,5.0,277.0,7799.0,3.89
俯,10,11.0,262.0,304.0,2.48
俱,10,15.0,306.0,2656.0,3.42
俸,10,4.0,305.0,9.0,0.95
仓,4,4.0,276.0,1321.0,3.12
个,3,1.0,11.0,452923.0,5.66
倍,10,10.0,305.0,1900.0,3.28
倒,10,8.0,305.0,11875.0,4.07
倔,10,13.0,218.0,79.0,1.9
倘,10,4.0,262.0,42.0,1.62
候,10,4.0,305.0,58337.0,4.77
倚,10,8.0,262.0,85.0,1.93
借,10,8.0,306.0,5113.0,3.71
倡,10,,,109.0,2.04
倦,10,6.0,304.0,937.0,2.97
倩,10,6.0,306.0,83.0,1.92
伦,6,4.0,218.0,7904.0,3.9
值,10,12.0,220.0,7459.0,3.87
兼,10,16.0,277.0,696.0,2.84
冤,10,4.0,278.0,322.0,2.51
冥,10,7.0,219.0,467.0,2.67
准,10,3.0,259.0,30289.0,4.48
凋,10,6.0,277.0,68.0,1.83
凌,10,19.0,220.0,1313.0,3.12
冻,7,6.0,305.0,1620.0,3.21
剔,10,3.0,278.0,312.0,2.49
剖,10,1.0,260.0,509.0,2.71
刚,6,7.0,277.0,31325.0,4.5
剥,10,7.0,278.0,743.0,2.87
匪,10,6.0,262.0,820.0,2.91
原,10,15.0,220.0,21274.0,4.33
员,7,15.0,220.0,29907.0,4.48
哥,10,8.0,278.0,18845.0,4.28
哨,10,4.0,306.0,531.0,2.73
哪,9,2.0,261.0,59479.0,4.77
哭,10,7.0,277.0,4774.0,3.68
哮,10,15.0,277.0,297.0,2.47
哲,10,9.0,220.0,887.0,2.95
哺,10,5.0,260.0,92.0,1.96
哽,10,5.0,260.0,9.0,0.95
唆,10,6.0,276.0,154.0,2.19
唇,10,4.0,219.0,1212.0,3.08
唏,10,24.0,278.0,24.0,1.38
唐,10,12.0,220.0,1939.0,3.29
埋,10,2.0,219.0,2239.0,3.35
夏,10,4.0,305.0,3691.0,3.57
套,10,1.0,306.0,7409.0,3.87
奚,10,24.0,278.0,51.0,1.71
娘,10,1.0,218.0,9115.0,3.96
娱,10,42.0,276.0,925.0,2.97
孙,6,2.0,277.0,1239.0,3.09
宫,9,12.0,277.0,2421.0,3.38
宰,10,2.0,261.0,1046.0,3.02
害,10,5.0,306.0,25606.0,4.41
宴,10,14.0,306.0,1463.0,3.17
宵,10,15.0,277.0,456.0,2.66
家,10,13.0,278.0,112387.0,5.05
容,10,12.0,217.0,11265.0,4.05
射,10,7.0,306.0,7866.0,3.9
展,10,4.0,261.0,8372.0,3.92
峭,10,5.0,306.0,49.0,1.69
峰,10,9.0,277.0,748.0,2.87
岛,7,6.0,261.0,4154.0,3.62
峡,9,12.0,219.0,421.0,2.62
差,9,5.0,277.0,11112.0,4.05
师,6,10.0,278.0,21326.0,4.33
席,10,9.0,220.0,3105.0,3.49
座,10,5.0,304.0,5753.0,3.76
库,7,4.0,305.0,4752.0,3.68
庭,9,4.0,219.0,10044.0,4.0
弱,10,5.0,303.0,3499.0,3.54
径,8,12.0,305.0,1475.0,3.17
徒,10,8.0,220.0,3604.0,3.56
恐,10,2.0,261.0,8905.0,3.95
恕,10,10.0,306.0,1274.0,3.11
耻,10,5.0,262.0,1383.0,3.14
恩,10,2.0,276.0,13365.0,4.13
恭,10,12.0,277.0,3614.0,3.56
息,10,9.0,220.0,19106.0,4.28
悄,10,2.0,262.0,770.0,2.89
悦,10,9.0,304.0,668.0,2.82
悍,10,11.0,305.0,412.0,2.61
悔,10,3.0,262.0,2575.0,3.41
悟,10,13.0,306.0,398.0,2.6
扇,10,11.0,305.0,1325.0,3.12
拳,10,9.0,220.0,3299.0,3.52
拿,10,2.0,219.0,37054.0,4.57
挨,10,6.0,278.0,953.0,2.98
挪,9,2.0,218.0,878.0,2.94
挫,10,4.0,304.0,387.0,2.59
振,10,7.0,305.0,1381.0,3.14
挺,9,4.0,261.0,8004.0,3.9
挽,10,7.0,262.0,917.0,2.96
挟,9,12.0,220.0,181.0,2.26
捆,10,2.0,261.0,335.0,2.53
捉,10,3.0,276.0,1278.0,3.11
捍,10,11.0,305.0,161.0,2.21
捏,10,1.0,276.0,511.0,2.71
捐,10,3.0,276.0,1816.0,3.26
捕,10,5.0,260.0,5410.0,3.73
效,10,8.0,305.0,5768.0,3.76
料,10,5.0,305.0,8527.0,3.93
旁,10,3.0,219.0,3900.0,3.59
旅,10,7.0,261.0,6759.0,3.83
时,7,10.0,220.0,162611.0,5.21
晃,10,3.0,261.0,990.0,3.0
晋,10,10.0,305.0,910.0,2.96
书,4,12.0,278.0,13360.0,4.13
朗,10,1.0,261.0,2968.0,3.47
柴,10,3.0,218.0,601.0,2.78
栓,10,3.0,276.0,266.0,2.42
栗,10,23.0,306.0,290.0,2.46
校,10,8.0,305.0,13122.0,4.12
株,10,10.0,278.0,111.0,2.05
核,10,12.0,219.0,2786.0,3.44
根,10,2.0,276.0,18904.0,4.28
格,10,9.0,220.0,19477.0,4.29
栽,10,4.0,277.0,325.0,2.51
桂,10,3.0,305.0,240.0,2.38
桃,10,5.0,220.0,1219.0,3.09
桅,10,13.0,220.0,61.0,1.79
框,10,5.0,305.0,352.0,2.55
案,10,7.0,305.0,23014.0,4.36
桌,10,3.0,276.0,3653.0,3.56
桑,10,2.0,275.0,2366.0,3.37
梳,11,12.0,278.0,433.0,2.64
殉,10,7.0,305.0,134.0,2.13
殊,10,12.0,278.0,1731.0,3.24
殷,10,7.0,278.0,73.0,1.86
气,4,13.0,306.0,28334.0,4.45
氧,10,4.0,262.0,1134.0,3.05
浣,10,2.0,262.0,128.0,2.11
浩,10,8.0,304.0,535.0,2.73
浪,10,1.0,305.0,6911.0,3.84
浮,10,17.0,220.0,1015.0,3.01
浴,10,42.0,276.0,2223.0,3.35
海,10,2.0,262.0,16404.0,4.21
浸,10,10.0,305.0,402.0,2.6
消,10,15.0,277.0,18103.0,4.26
涉,10,7.0,306.0,1702.0,3.23
烈,10,8.0,304.0,2912.0,3.46
乌,4,6.0,278.0,2017.0,3.3
烘,10,4.0,277.0,326.0,2.51
烙,10,2.0,306.0,117.0,2.07
烤,10,4.0,260.0,2583.0,3.41
爹,10,1.0,276.0,1182.0,3.07
特,10,2.0,303.0,48225.0,4.68
狸,10,12.0,220.0,547.0,2.74
狭,9,12.0,219.0,235.0,2.37
狼,10,6.0,219.0,1762.0,3.25
珠,10,10.0,278.0,1970.0,3.29
班,10,8.0,277.0,11120.0,4.05
琉,11,10.0,220.0,73.0,1.86
留,10,10.0,220.0,21859.0,4.34
畜,10,4.0,306.0,669.0,2.83
疱,10,3.0,306.0,120.0,2.08
疲,10,8.0,220.0,943.0,2.97
疹,10,4.0,261.0,354.0,2.55
疼,10,5.0,217.0,3529.0,3.55
疾,10,19.0,220.0,1353.0,3.13
病,10,4.0,305.0,18032.0,4.26
症,10,9.0,277.0,4689.0,3.67
益,10,37.0,306.0,1750.0,3.24
真,10,11.0,277.0,140928.0,5.15
眨,9,2.0,262.0,438.0,2.64
眩,10,5.0,305.0,172.0,2.24
矩,9,6.0,262.0,1758.0,3.25
砧,10,11.0,277.0,31.0,1.49
破,10,5.0,306.0,10541.0,4.02
砸,10,2.0,219.0,3336.0,3.52
秘,10,8.0,306.0,8043.0,3.91
祖,9,5.0,261.0,2413.0,3.38
祛,9,10.0,277.0,30.0,1.48
祝,9,10.0,306.0,8531.0,3.93
神,9,2.0,220.0,22077.0,4.34
祠,9,9.0,219.0,10.0,1.0
租,10,1.0,277.0,4187.0,3.62
秧,10,4.0,278.0,12.0,1.08
秩,10,22.0,306.0,351.0,2.55
窄,10,1.0,261.0,173.0,2.24
窈,10,,,36.0,1.56
站,10,9.0,305.0,14330.0,4.16
笑,10,8.0,305.0,22282.0,4.35
粉,10,1.0,262.0,3634.0,3.56
紊,10,,,139.0,2.14
纹,7,6.0,220.0,3451.0,3.54
纳,7,5.0,305.0,8151.0,3.91
纽,7,4.0,261.0,5492.0,3.74
纾,7,12.0,278.0,8.0,0.9
纯,7,4.0,219.0,2224.0,3.35
纱,7,8.0,278.0,668.0,2.82
纸,7,11.0,262.0,5221.0,3.72
级,6,19.0,220.0,9893.0,4.0
纷,7,5.0,278.0,466.0,2.67
素,10,9.0,305.0,3715.0,3.57
纺,7,3.0,262.0,81.0,1.91
索,10,4.0,260.0,8632.0,3.94
缺,10,2.0,277.0,3186.0,3.5
羔,10,9.0,277.0,230.0,2.36
翅,10,7.0,306.0,597.0,2.78
耆,10,23.0,220.0,5.0,0.7
耕,10,4.0,276.0,115.0,2.06
耗,10,8.0,304.0,817.0,2.91
耽,10,3.0,277.0,545.0,2.74
耿,10,5.0,260.0,251.0,2.4
胭,10,,,15.0,1.18
胰,10,16.0,220.0,170.0,2.23
胳,10,8.0,278.0,956.0,2.98
胴,10,,,12.0,1.08
胸,10,4.0,276.0,3264.0,3.51
能,10,1.0,217.0,241617.0,5.38
脂,10,11.0,278.0,694.0,2.84
胁,8,12.0,220.0,3269.0,3.51
脆,10,9.0,304.0,1437.0,3.16
脉,9,13.0,306.0,1757.0,3.24
脊,10,6.0,262.0,560.0,2.75
臭,10,1.0,306.0,3448.0,3.54
航,10,3.0,217.0,3991.0,3.6
茗,9,7.0,219.0,3.0,0.48
茫,9,5.0,217.0,471.0,2.67
茯,9,,,,
茴,9,2.0,220.0,42.0,1.62
茶,9,6.0,219.0,2089.0,3.32
茹,9,5.0,219.0,58.0,1.76
草,9,1.0,261.0,3811.0,3.58
荆,9,14.0,277.0,65.0,1.81
荒,9,2.0,277.0,2284.0,3.36
荔,9,23.0,306.0,9.0,0.95
虔,10,8.0,220.0,267.0,2.43
蚊,10,6.0,220.0,192.0,2.28
蚌,10,7.0,305.0,32.0,1.51
衰,10,2.0,277.0,811.0,2.91
衷,10,6.0,277.0,662.0,2.82
讯,5,7.0,305.0,2547.0,3.41
讨,5,1.0,262.0,10151.0,4.01
训,5,7.0,305.0,5113.0,3.71
记,5,24.0,306.0,39008.0,4.59
岂,6,5.0,262.0,169.0,2.23
豺,10,3.0,218.0,62.0,1.79
财,7,4.0,220.0,3305.0,3.52
贡,7,2.0,305.0,664.0,2.82
起,10,5.0,262.0,127575.0,5.11
辱,10,4.0,305.0,1776.0,3.25
迷,9,8.0,220.0,8172.0,3.91
迸,9,4.0,305.0,62.0,1.79
追,9,4.0,276.0,7908.0,3.9
退,9,1.0,305.0,8121.0,3.91
送,9,5.0,305.0,17550.0,4.24
逃,9,5.0,220.0,9009.0,3.95
逆,9,5.0,305.0,556.0,2.75
郡,9,6.0,304.0,898.0,2.95
酌,10,11.0,218.0,58.0,1.76
配,10,3.0,305.0,5475.0,3.74
酒,10,6.0,261.0,21171.0,4.33
钉,7,4.0,277.0,1080.0,3.03
针,7,11.0,277.0,3118.0,3.49
闪,5,1.0,261.0,3410.0,3.53
陛,9,,,1183.0,3.07
陡,9,2.0,261.0,62.0,1.79
院,9,5.0,306.0,13564.0,4.13
阵,6,7.0,305.0,2429.0,3.39
除,9,6.0,220.0,16235.0,4.21
饥,5,22.0,278.0,612.0,2.79
马,3,4.0,262.0,34892.0,4.54
骨,9,7.0,261.0,5311.0,3.73
高,10,9.0,277.0,40044.0,4.6
鬼,9,4.0,261.0,14646.0,4.17
乾,11,8.0,220.0,106.0,2.03
假,11,5.0,306.0,12808.0,4.11
伟,6,10.0,262.0,2985.0,3.47
偌,10,5.0,303.0,72.0,1.86
偏,11,3.0,276.0,2042.0,3.31
偕,11,12.0,220.0,49.0,1.69
做,11,5.0,304.0,136328.0,5.13
停,11,4.0,219.0,19564.0,4.29
健,10,19.0,305.0,4146.0,3.62
侧,8,5.0,303.0,1407.0,3.15
侦,8,11.0,277.0,2536.0,3.4
偶,11,4.0,262.0,4495.0,3.65
偷,11,1.0,277.0,10591.0,4.02
伪,6,13.0,306.0,1821.0,3.26
兜,11,3.0,277.0,843.0,2.93
剪,11,14.0,261.0,2064.0,3.31
副,11,16.0,306.0,3750.0,3.57
勒,11,4.0,304.0,6193.0,3.79
动,6,6.0,305.0,49274.0,4.69
勘,11,2.0,305.0,140.0,2.15
务,5,13.0,306.0,13515.0,4.13
匙,11,6.0,220.0,3958.0,3.6
匾,11,,,1.0,0.0
匿,10,5.0,305.0,615.0,2.79
区,4,10.0,277.0,11770.0,4.07
参,8,2.0,277.0,13574.0,4.13
售,11,9.0,305.0,1984.0,3.3
唯,11,13.0,220.0,9451.0,3.98
唱,11,2.0,306.0,11922.0,4.08
啄,11,11.0,218.0,84.0,1.92
商,11,4.0,277.0,6928.0,3.84
问,6,3.0,306.0,64375.0,4.81
啜,11,3.0,304.0,31.0,1.49
哑,9,2.0,263.0,331.0,2.52
启,7,5.0,262.0,2475.0,3.39
啤,11,8.0,220.0,2484.0,3.4
圈,11,2.0,278.0,3847.0,3.59
国,8,4.0,220.0,40712.0,4.61
执,6,12.0,220.0,4020.0,3.6
培,11,5.0,219.0,1218.0,3.09
基,11,22.0,278.0,13428.0,4.13
堂,11,12.0,220.0,5777.0,3.76
坚,7,16.0,277.0,6717.0,3.83
堆,11,1.0,276.0,2888.0,3.46
堵,11,4.0,262.0,974.0,2.99
够,11,5.0,305.0,23259.0,4.37
奢,11,2.0,278.0,387.0,2.59
娶,11,3.0,261.0,1112.0,3.05
娼,11,3.0,278.0,110.0,2.04
婀,10,,,6.0,0.78
婆,11,3.0,220.0,5323.0,3.73
婉,11,7.0,262.0,159.0,2.2
婊,11,4.0,260.0,2847.0,3.45
婚,11,3.0,277.0,19494.0,4.29
婢,11,25.0,306.0,16.0,1.2
妇,6,16.0,306.0,3850.0,3.59
宿,11,2.0,261.0,1334.0,3.13
寂,11,19.0,220.0,715.0,2.85
寄,11,24.0,306.0,2697.0,3.43
寅,11,6.0,220.0,5.0,0.7
密,11,8.0,306.0,15201.0,4.18
将,9,8.0,277.0,30460.0,4.48
专,4,2.0,277.0,7712.0,3.89
屙,10,,,,
屠,11,8.0,220.0,998.0,3.0
崇,11,2.0,219.0,1020.0,3.01
崎,11,23.0,220.0,277.0,2.44
崖,11,5.0,221.0,305.0,2.48
岗,7,7.0,277.0,607.0,2.78
崛,11,,,77.0,1.89
崩,11,3.0,277.0,1246.0,3.1
巢,11,3.0,219.0,419.0,2.62
帐,7,8.0,305.0,2467.0,3.39
带,9,10.0,305.0,45283.0,4.66
常,11,4.0,220.0,46383.0,4.67
庵,11,6.0,277.0,7.0,0.85
庶,11,10.0,306.0,11.0,1.04
康,11,4.0,276.0,4721.0,3.67
庸,11,2.0,278.0,378.0,2.58
张,7,5.0,277.0,18739.0,4.27
强,12,5.0,220.0,15755.0,4.2
彗,11,15.0,306.0,133.0,2.12
彩,11,4.0,262.0,5381.0,3.73
彪,11,8.0,276.0,86.0,1.93
得,11,1.0,259.0,208054.0,5.32
徘,11,,,159.0,2.2
徙,11,6.0,262.0,61.0,1.79
从,4,3.0,218.0,69789.0,4.84
御,12,42.0,276.0,630.0,2.8
悉,11,24.0,278.0,1478.0,3.17
悠,11,6.0,278.0,722.0,2.86
患,11,6.0,306.0,1540.0,3.19
您,11,1.0,217.0,17561.0,4.24
怅,7,,,11.0,1.04
悸,11,24.0,306.0,59.0,1.77
悻,11,,,2.0,0.3
悼,11,8.0,305.0,420.0,2.62
凄,10,10.0,278.0,121.0,2.08
情,11,3.0,220.0,69279.0,4.84
惆,11,,,5.0,0.7
惋,11,,,65.0,1.81
惘,11,,,49.0,1.69
惜,11,9.0,220.0,2384.0,3.38
惟,11,13.0,220.0,128.0,2.11
惦,11,11.0,305.0,122.0,2.09
捧,11,1.0,262.0,274.0,2.44
捷,11,13.0,220.0,800.0,2.9
掀,11,6.0,278.0,230.0,2.36
扫,6,2.0,260.0,2796.0,3.45
授,11,9.0,305.0,2896.0,3.46
掉,11,5.0,305.0,23820.0,4.38
掏,11,5.0,278.0,470.0,2.67
掐,11,1.0,276.0,382.0,2.58
排,11,3.0,219.0,10684.0,4.03
掘,11,13.0,218.0,810.0,2.91
挣,9,9.0,277.0,1814.0,3.26
挂,9,2.0,305.0,3913.0,3.59
掠,11,2.0,303.0,292.0,2.47
采,8,4.0,262.0,3150.0,3.5
探,11,4.0,306.0,12125.0,4.08
接,11,8.0,278.0,37114.0,4.57
控,11,1.0,305.0,11866.0,4.07
推,11,1.0,277.0,6553.0,3.82
掩,11,5.0,262.0,2286.0,3.36
措,11,4.0,304.0,1182.0,3.07
叙,9,11.0,305.0,366.0,2.56
敏,11,5.0,260.0,2718.0,3.43
救,11,11.0,305.0,20423.0,4.31
败,8,4.0,306.0,6462.0,3.81
教,11,7.0,305.0,21768.0,4.34
敝,11,25.0,306.0,15.0,1.18
斜,11,12.0,220.0,403.0,2.61
斩,8,4.0,261.0,219.0,2.34
旋,11,4.0,219.0,1420.0,3.15
族,11,4.0,219.0,4959.0,3.7
晚,11,7.0,262.0,50512.0,4.7
昼,9,5.0,306.0,63.0,1.8
晤,11,13.0,306.0,147.0,2.17
晦,11,15.0,306.0,83.0,1.92
晨,11,8.0,218.0,2163.0,3.34
望,11,4.0,305.0,36791.0,4.57
桶,11,3.0,262.0,1435.0,3.16
杆,7,7.0,260.0,1300.0,3.11
梅,11,13.0,219.0,2978.0,3.47
梗,11,5.0,260.0,101.0,2.0
条,7,3.0,219.0,18134.0,4.26
枭,8,15.0,277.0,102.0,2.01
梨,11,12.0,220.0,272.0,2.43
梯,11,3.0,278.0,2443.0,3.39
弃,7,13.0,306.0,7845.0,3.89
欲,11,42.0,276.0,2515.0,3.4
杀,6,8.0,278.0,47122.0,4.67
毫,11,6.0,218.0,4785.0,3.68
氢,9,9.0,278.0,220.0,2.34
液,11,9.0,306.0,2872.0,3.46
涵,11,5.0,219.0,155.0,2.19
凉,10,4.0,219.0,1023.0,3.01
淋,11,9.0,217.0,1241.0,3.09
淑,11,5.0,220.0,418.0,2.62
